経営重要度: 本部・オーナー視点,,,,,独自レベル,ランク,データスコープ,計算レイヤー,,,判断基準,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,ラクミーウェブ（会社）,設定入力画面,店舗管理,電話番号,L1,D,単一レコード,L0,-,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,マスタ参照,shops.phone_number,-,shops.phone_number,-,ユーザー入力（店舗設定）,-,-,shops.phone_number → 店舗管理.電話番号,店舗情報の登録・編集,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する店舗設定値,低,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),ユーザー操作時,0,0,-,-; shops.phone_number,-
16,ラクミーウェブ（会社）,設定入力画面,店舗管理,郵便番号,L1,D,単一レコード,L0,-,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,マスタ参照,shops.postal_code,-,shops.postal_code,-,ユーザー入力（店舗設定）,-,-,shops.postal_code → 店舗管理.郵便番号,店舗情報の登録・編集,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する店舗設定値,低,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),ユーザー操作時,0,0,-,-; shops.postal_code,-
17,ラクミーウェブ（会社）,設定入力画面,店舗管理,都道府県,L1,D,単一レコード,L0,-,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,マスタ参照,shops.prefecture,-,shops.prefecture,-,ユーザー入力（店舗設定）,-,-,shops.prefecture → 店舗管理.都道府県,店舗情報の登録・編集,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する店舗設定値,低,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),ユーザー操作時,0,0,-,-; shops.prefecture,-
18,ラクミーウェブ（会社）,設定入力画面,店舗管理,住所,L1,D,単一レコード,L0,-,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,マスタ参照,shops.address,-,shops.address,-,ユーザー入力（店舗設定）,-,-,shops.address → 店舗管理.住所,店舗情報の登録・編集,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する店舗設定値,低,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),ユーザー操作時,0,0,-,-; shops.address,-
19,ラクミーウェブ（会社）,設定入力画面,店舗管理,建物,L1,D,単一レコード,L0,-,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,マスタ参照,shops.building,-,shops.building,-,ユーザー入力（店舗設定）,-,-,shops.building → 店舗管理.建物,店舗情報の登録・編集,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する店舗設定値,低,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),ユーザー操作時,0,0,-,-; shops.building,-
20,ラクミーウェブ（会社）,設定入力画面,店舗管理,業種,L1,D,単一レコード,L0,-,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,マスタ参照,shops.industry_type,-,shops.industry_type,-,ユーザー入力（店舗設定）,-,-,shops.industry_type → 店舗管理.業種,店舗情報の登録・編集,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する店舗設定値,低,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),ユーザー操作時,0,0,-,-; shops.industry_type,-
21,ラクミーウェブ（会社）,設定入力画面,店舗管理,業態,L1,D,単一レコード,L0,-,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,マスタ参照,shops.business_type,-,shops.business_type,-,ユーザー入力（店舗設定）,-,-,shops.business_type → 店舗管理.業態,店舗情報の登録・編集,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する店舗設定値,低,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),ユーザー操作時,0,0,-,-; shops.business_type,-
22,ラクミーウェブ（会社）,設定入力画面,店舗管理,総卓数,L1,B,単一レコード,L0,-,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,マスタ参照,shops.total_table_num,-,shops.total_table_num,-,ユーザー入力（店舗設定）,-,-,shops.total_table_num → 店舗管理.総卓数,店舗情報の登録・編集,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する店舗設定値,低,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),ユーザー操作時,0,0,-,-; shops.total_table_num,-
23,ラクミーウェブ（会社）,設定入力画面,店舗管理,総席数,L1,B,単一レコード,L0,-,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,マスタ参照,shops.total_seat_num,-,shops.total_seat_num,-,ユーザー入力（店舗設定）,-,-,shops.total_seat_num → 店舗管理.総席数,店舗情報の登録・編集,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する店舗設定値,低,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),ユーザー操作時,0,0,-,-; shops.total_seat_num,-
24,ラクミーウェブ（会社）,設定入力画面,店舗管理,坪数,L1,B,単一レコード,L0,-,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,マスタ参照,shops.total_area_num,-,shops.total_area_num,-,ユーザー入力（店舗設定）,-,主要KPI指標.坪月商,shops.total_area_num → 店舗管理.坪数,店舗情報の登録・編集,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する店舗設定値,中,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),ユーザー操作時,0,1,-,-; shops.total_area_num,主要KPI指標.坪月商
25,ラクミーウェブ（会社）,設定入力画面,店舗管理,家賃種別,L1,C,単一レコード,L0,-,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,マスタ参照,shops.rent_type,-,shops.rent_type,-,ユーザー入力（店舗設定）,-,-,shops.rent_type → 店舗管理.家賃種別,店舗情報の登録・編集,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する店舗設定値,低,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),ユーザー操作時,0,0,-,-; shops.rent_type,-
26,ラクミーウェブ（会社）,設定入力画面,店舗管理,家賃（金額）,L0,B,単一レコード,L0,-,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,マスタ参照,shops.rent,-,shops.rent,-,ユーザー入力（店舗設定）,-,主要KPI指標.家賃比率,shops.rent → 店舗管理.家賃（金額）,店舗情報の登録・編集,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する店舗設定値,中,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),ユーザー操作時,0,1,-,-; shops.rent,主要KPI指標.家賃比率
27,ラクミーウェブ（会社）,設定入力画面,店舗管理,初期投資額,L1,B,単一レコード,L0,-,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,マスタ参照,shops.initial_investment,-,shops.initial_investment,-,ユーザー入力（店舗設定）,-,主要KPI指標.ROI,shops.initial_investment → 店舗管理.初期投資額,店舗情報の登録・編集,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する店舗設定値,中,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),ユーザー操作時,0,1,-,-; shops.initial_investment,主要KPI指標.ROI
28,ラクミーウェブ（会社）,設定入力画面,従業員管理,従業員コード,L0,D,単一レコード,L0,-,従業員マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,マスタ参照,employees.code,-,employees.code,-,ユーザー入力（従業員設定）,-,-,employees.code → 従業員管理.従業員コード,従業員情報の登録・編集,設定/入力検証済,データソース: 従業員マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する従業員設定値,低,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),ユーザー操作時,0,0,-,-; employees.code,-
29,ラクミーウェブ（会社）,設定入力画面,従業員管理,所属コード,L0,D,単一レコード,L0,-,従業員マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,マスタ参照,employees.department_code,-,employees.department_code,-,ユーザー入力（従業員設定）,-,-,employees.department_code → 従業員管理.所属コード,従業員情報の登録・編集,設定/入力検証済,データソース: 従業員マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する従業員設定値,低,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),ユーザー操作時,0,0,-,-; employees.department_code,-
30,ラクミーウェブ（会社）,設定入力画面,従業員管理,店舗ID,L0,D,単一レコード,L0,-,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,マスタ参照,employees.shop_id,-,employees.shop_id,-,マスタ参照,-,-,employees.shop_id → 従業員管理.店舗ID,従業員情報の登録・編集,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する従業員設定値,低,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),ユーザー操作時,0,0,-,-; employees.shop_id,-
31,ラクミーウェブ（会社）,設定入力画面,従業員管理,店舗名,L0,D,単一レコード,L0,-,店舗マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,マスタ参照,shops.name,-,shops.name,-,マスタ参照,-,-,shops.name → 従業員管理.店舗名,従業員情報の登録・編集,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する従業員設定値,低,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),ユーザー操作時,0,0,-,-; shops.name,-
32,ラクミーウェブ（会社）,設定入力画面,従業員管理,区分（月給時給）,L0,C,単一レコード,L0,-,従業員マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,マスタ参照,employees.salary_type,-,employees.salary_type,-,ユーザー入力（従業員設定）,-,-,employees.salary_type → 従業員管理.区分（月給時給）,従業員情報の登録・編集,設定/入力検証済,データソース: 従業員マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する従業員設定値,低,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),ユーザー操作時,0,0,-,-; employees.salary_type,-
33,ラクミーウェブ（会社）,設定入力画面,従業員管理,総支給額,L1,C,単一レコード,L0,-,従業員マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,マスタ参照,employees.total_payment,-,employees.total_payment,-,ユーザー入力（従業員設定）,-,-,employees.total_payment → 従業員管理.総支給額,従業員情報の登録・編集,設定/入力検証済,データソース: 従業員マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する従業員設定値,低,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),ユーザー操作時,0,0,-,-; employees.total_payment,-
34,ラクミーウェブ（会社）,設定入力画面,従業員管理,所定労働時間,L0,C,単一レコード,L0,-,従業員マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,マスタ参照,employees.standard_working_hours,-,employees.standard_working_hours,-,ユーザー入力（従業員設定）,-,-,employees.standard_working_hours → 従業員管理.所定労働時間,従業員情報の登録・編集,設定/入力検証済,データソース: 従業員マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する従業員設定値,低,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),ユーザー操作時,0,0,-,-; employees.standard_working_hours,-
35,ラクミーウェブ（会社）,設定入力画面,従業員管理,みなし残業時間,L0,C,単一レコード,L0,-,従業員マスタ（設定）,ユーザー入力単独,ユーザーが設定入力,マスタ参照,employees.deemed_overtime_hours,-,employees.deemed_overtime_hours,-,ユーザー入力（従業員設定）,-,-,employees.deemed_overtime_hours → 従業員管理.みなし残業時間,従業員情報の登録・編集,設定/入力検証済,データソース: 従業員マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する従業員設定値,低,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),ユーザー操作時,0,0,-,-; employees.deemed_overtime_hours,-
36,ラクミーウェブ（会社）,実績入力画面,費用実績入力,経費項目,L1,D,単一レコード,L0,-,費用・棚卸（入力）,ユーザー入力単独,小口現金画面での直接入力,入力値,petty_cashes.description,-,petty_cashes.description,-,ユーザー入力（小口現金）,-,-,petty_cashes.description → 小口現金.経費項目,費用実績の入力・管理,設定/入力検証済,データソース: 費用・棚卸（入力）,-,-,設定入力画面,設定入力,ユーザーが入力する小口現金データ,低,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),ユーザー操作時,0,0,-,-; petty_cashes.description,-
37,ラクミーウェブ（会社）,実績入力画面,費用実績入力,経費コード,L0,D,単一レコード,L0,-,費用・棚卸（入力）,ユーザー入力単独,小口現金画面での直接入力,入力値,petty_cashes.chart_of_account_id,-,petty_cashes.chart_of_account_id,-,ユーザー入力（小口現金）,-,-,petty_cashes.chart_of_account_id → 小口現金.経費コード,費用実績の入力・管理,設定/入力検証済,データソース: 費用・棚卸（入力）,-,-,設定入力画面,設定入力,ユーザーが入力する小口現金データ,低,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),ユーザー操作時,0,0,-,-; petty_cashes.chart_of_account_id,-
38,ラクミーウェブ（会社）,実績入力画面,費用実績入力,費目,L2,D,全店舗,L2-C,-,費用・棚卸（入力）,ユーザー入力単独（マスタ選択）,マスタから選択入力,マスタ参照,monthly_cost_items.name,-,monthly_cost_items.name,-,マスタ参照,-,-,monthly_cost_items.name → 小口現金.費目,費用実績の入力・管理,設定/入力検証済,データソース: 費目マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する小口現金データ,低,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),画面表示時,0,0,-,-; monthly_cost_items.name,-
39,ラクミーウェブ（会社）,実績入力画面,費用実績入力,税区分,L1,D,単一レコード,L0,-,費用・棚卸（入力）,ユーザー入力単独,小口現金画面での直接入力,入力値,petty_cashes.tax_type,-,petty_cashes.tax_type,-,ユーザー入力（小口現金）,-,-,petty_cashes.tax_type → 小口現金.税区分,費用実績の入力・管理,設定/入力検証済,データソース: 費用・棚卸（入力）,-,-,設定入力画面,設定入力,ユーザーが入力する小口現金データ,低,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),ユーザー操作時,0,0,-,-; petty_cashes.tax_type,-
40,ラクミーウェブ（会社）,実績入力画面,費用実績入力,日付,L0,C,単一レコード,L0,-,費用・棚卸（入力）,ユーザー入力単独,店舗間商品移動画面での直接入力,日付,stocking_transfers.date,-,stocking_transfers.date,-,ユーザー入力（店舗間移動）,-,-,stocking_transfers.date → 店舗間商品移動.日付,費用実績の入力・管理,設定/入力検証済,データソース: 費用・棚卸（入力）,-,-,設定入力画面,設定入力,ユーザーが入力する店舗間商品移動データ,低,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),ユーザー操作時,0,0,-,-; stocking_transfers.date,-
41,ラクミーウェブ（会社）,実績入力画面,費用実績入力,移動元店舗,L1,C,全店舗,L2-C,-,費用・棚卸（入力）,ユーザー入力単独（マスタ選択）,マスタから選択入力,マスタ参照,shops.name,-,shops.name,-,マスタ参照,-,-,shops.name → 店舗間商品移動.移動元店舗,費用実績の入力・管理,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-,設定入力画面,設定入力,ユーザーが入力する店舗間商品移動データ,低,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),画面表示時,0,0,-,-; shops.name,-
42,ラクミーウェブ（会社）,実績入力画面,費用実績入力,金額,L0,C,単一レコード,L0,-,費用・棚卸（入力）,ユーザー入力単独,店舗間商品移動画面での直接入力,入力値,stocking_transfers.price_excluded_tax,-,stocking_transfers.price_excluded_tax,-,ユーザー入力（店舗間移動）,-,-,stocking_transfers.price_excluded_tax → 店舗間商品移動.金額,費用実績の入力・管理,設定/入力検証済,データソース: 費用・棚卸（入力）,-,-,設定入力画面,設定入力,ユーザーが入力する店舗間商品移動データ,低,中,中,低,-,監視継続,×,短期キャッシュ(1-5分),ユーザー操作時,0,0,-,-; stocking_transfers.price_excluded_tax,-
