作成日: 2025年12月16日,,,,,,最高：TITEM参照+時間帯フィルタ / 高負荷指標が多数,L0：データ取得層,,,,,,,,,,◎ 必須,
,,,,,,高：外部連携×外部連携 / 複合演算,L1：単純演算層,,,,,,,,,,○ 推奨,
,,,,,,,,,TITEM.sales_excluded,head_office_item_sales_logs.sales_excluded,[外部]TITEM.sales_excluded,SUM月間,FD当月仕入: SUM(infomart_transactions.total_tax_excluded),FD分析（仕入率/原価率）.FD当月仕入,,,,
,,,,,,,,,,,,SUM,売上: SUM(ZTOTAL.sales_excluded),FD分析（仕入率/原価率）.売上,,,,
,,,,,,,,,,,,SUMフード,フード売上: SUM(TITEM.sales_excluded) WHERE category = 'フード',FD分析（仕入率/原価率）.フード売上,,,,
,,,,,,,,,,,,SUMドリンク,ドリンク売上: SUM(TITEM.sales_excluded) WHERE category = 'ドリンク',FD分析（仕入率/原価率）.ドリンク売上,,,,
,,,,,,,,外部連携×外部連携,"infomart_transactions.total_tax_excluded, TITEM.sales_excluded","infomart_transactions.total_tax_excluded, head_office_item_sales_logs.sales_excluded","予実対比.フード仕入, 予実対比.フード売上",フード仕入÷フード売上×100,フード仕入率: 予実対比.フード仕入 ÷ 予実対比.フード売上 × 100,FD分析（仕入率/原価率）.フード仕入率,,,,
,,,,,,,,,"infomart_transactions.total_tax_excluded, ZTOTAL.sales_excluded","infomart_transactions.total_tax_excluded, head_office_connected_service_sales_logs.sales_excluded","予実対比.ドリンク仕入, 予実対比.ドリンク売上",ドリンク仕入÷ドリンク売上×100,ドリンク仕入率: 予実対比.ドリンク仕入 ÷ 予実対比.ドリンク売上 × 100,FD分析（仕入率/原価率）.ドリンク仕入率,,,,
,,,,,,,,,,,"予実対比.FD仕入, 当月実績.売上（税抜）",仕入÷売上×100,FD仕入率: 予実対比.FD仕入 ÷ 当月実績.売上（税抜） × 100,FD分析（仕入率/原価率）.FD仕入率,,,,
,,,,,,,,設定値参照,,shop_inventories.amount（棚卸入力）,,マスタ参照,フード前月在庫高: shop_inventories.amount WHERE category = 'フード' AND year_month = target_month - 1,FD分析（仕入率/原価率）.フード前月在庫高,,,,
,,,,,,,,,,,,前月末在庫,フード当月在庫高: shop_inventories.amount WHERE category = 'フード' AND year_month = target_month,FD分析（仕入率/原価率）.フード当月在庫高,,,,
,,,,,,,,,,,,当月末在庫,ドリンク前月在庫高: shop_inventories.amount WHERE category = 'ドリンク' AND year_month = target_month - 1,FD分析（仕入率/原価率）.ドリンク前月在庫高,,,,
,,,,,,,,,,,,当月末在庫,ドリンク当月在庫高: shop_inventories.amount WHERE category = 'ドリンク' AND year_month = target_month,FD分析（仕入率/原価率）.ドリンク当月在庫高,,,,
,,,,,,,,,,,,前月末在庫,FD前月在庫高: shop_inventories.amount WHERE year_month = target_month - 1,FD分析（仕入率/原価率）.FD前月在庫高,,,,
,,,,,,,,,,,,当月末在庫,FD当月在庫高: shop_inventories.amount WHERE year_month = target_month,FD分析（仕入率/原価率）.FD当月在庫高,,,,
,,,,,,,,画面間演算,,t_items.sales_excluded,予実対比.フード売上,フード原価÷フード売上×100,フード原価率: 月次レポート.原価金額 ÷ 予実対比.フード売上 × 100,FD分析（仕入率/原価率）.フード原価率,,,,
,,,,,,,,,,z_totals.sales_excluded,予実対比.ドリンク売上,ドリンク原価÷ドリンク売上×100,ドリンク原価率: 月次レポート.原価金額 ÷ 予実対比.ドリンク売上 × 100,FD分析（仕入率/原価率）.ドリンク原価率,,,,
,,,,,,,,,,,当月実績.売上（税抜）,原価÷売上×100,FD原価率: 月次レポート.原価金額 ÷ 当月実績.売上（税抜） × 100,FD分析（仕入率/原価率）.FD原価率,,,,
4,FD分析（売上構成比）,分析画面,低,C,店舗月次,最高,L3-S,外部連携単独,TITEM.sales_excluded,head_office_item_sales_logs.sales_excluded,[外部]TITEM.sales_excluded,SUMフード,フード売上合計: SUM(TITEM.sales_excluded) WHERE category = 'フード',FD分析（売上構成比）.フード売上合計,,中期キャッシュ(30分-1時間),○,データ更新時
,,,,,,,,,,,,SUMドリンク,ドリンク売上合計: SUM(TITEM.sales_excluded) WHERE category = 'ドリンク',FD分析（売上構成比）.ドリンク売上合計,,,,
,,,,,,,,外部連携×外部連携,"TITEM.sales_excluded, ZTOTAL.sales_excluded","head_office_item_sales_logs.sales_excluded, head_office_connected_service_sales_logs.sales_excluded","予実対比.フード売上, 予実対比.ドリンク売上, 予実対比.総売上",FD÷総売上×100,FD売上構成比: (予実対比.フード売上 + 予実対比.ドリンク売上) ÷ 予実対比.総売上 × 100,FD分析（売上構成比）.FD売上構成比,,,,
5,売上進捗分析,分析画面,低,A,店舗月次,最高,L3-S,画面間×設定値,ZTOTAL.sales_excluded,"head_office_connected_service_sales_logs.sales_excluded, monthly_budgets.profit",月次予算設定.売上（税抜）,売上累計÷目標×100,売上進捗率: SUM(当月実績.売上（税抜）) ÷ 予算設定.予算金額 × 100,売上進捗分析.売上進捗率,,長期キャッシュ(1時間以上),◎,日次バッチ
,,,,,,,,,,,"売上進捗分析.売上進捗率（当月）, 売上進捗分析.売上進捗率（前月/前々月）",売上÷目標(前月比),売上進捗率比較（前月）: 当月実績.売上（税抜） ÷ 予算設定.予算金額 (前月データ),売上進捗分析.売上進捗率比較（前月）,,,,
,,,,,,,,,,,,売上÷目標(前々月比),売上進捗率比較（前々月）: 当月実績.売上（税抜） ÷ 予算設定.予算金額 (前々月データ),売上進捗分析.売上進捗率比較（前々月）,,,,
,,,,,,,,,,,,売上÷目標×100,売上達成率: 当月実績.売上（税抜） ÷ 予算設定.予算金額 × 100,売上進捗分析.売上達成率,,,,
6,年間予実対比（予実対比）,分析画面,高,S,店舗年次,最高,L3-S,外部連携単独,ZTOTAL.sales_excluded,head_office_connected_service_sales_logs.sales_excluded,[外部]ZTOTAL.sales_excluded,SUM,年間実績_総売上 計: SUM(ZTOTAL.sales_excluded) GROUP BY year,年間予実対比（予実対比）.年間実績_総売上 計,年間予実対比（予実対比）.営業利益,長期キャッシュ(1時間以上),◎,日次バッチ
,,,,,,,,,TITEM.sales_excluded,head_office_item_sales_logs.sales_excluded,[外部]TITEM.sales_excluded,SUMフード,年間実績_フード売上 計: SUM(TITEM.sales_excluded) WHERE category = 'フード' GROUP BY year,年間予実対比（予実対比）.年間実績_フード売上 計,,,,
,,,,,,,,,ZTOTAL.service_charge_1,z_totals.service_charge_1,[外部]ZTOTAL.service_charge_1,SUMドリンク,年間実績_ドリンク売上 計: SUM(TITEM.sales_excluded) WHERE category = 'ドリンク' GROUP BY year,年間予実対比（予実対比）.年間実績_ドリンク売上 計,,,,
,,,,,,,,,infomart_transactions.total_tax_excluded,infomart_transactions.total_tax_excluded,[外部]infomart_transactions.total_tax_excluded,SUM(その他かつ時間フィルタ),年間実績_その他売上 計: SUM(ZTOTAL.service_charge_1) GROUP BY year,年間予実対比（予実対比）.年間実績_その他売上 計,,,,
,,,,,,,,,head_office_connected_service_labor_costs_logs.labor_costs,head_office_connected_service_labor_costs_logs.labor_costs,[外部]head_office_connected_service_labor_costs_logs.labor_costs,SUMFD,年間実績_その他売上ランチ: SUM(TITEM.sales_excluded) WHERE category = 'その他' AND order_time BETWEEN 11:00 AND 15:00 GROUP BY year,年間予実対比（予実対比）.年間実績_その他売上ランチ,,,,
,,,,,,,,,head_office_employee_working_records.daily_cost,head_office_employee_working_records.daily_cost,[外部]head_office_employee_working_records.daily_cost,SUM月給者,年間実績_その他売上ディナー: SUM(TITEM.sales_excluded) WHERE category = 'その他' AND order_time BETWEEN 17:00 AND 23:00 GROUP BY year,年間予実対比（予実対比）.年間実績_その他売上ディナー,,,,
,,,,,,,,,,,,SUM(フードかつ時間フィルタ),年間実績_FD仕入 計: SUM(infomart_transactions.total_tax_excluded) WHERE category IN ('フード' 'ドリンク') GROUP BY year,年間予実対比（予実対比）.年間実績_FD仕入 計,,,,
,,,,,,,,,,,,SUM(ドリンクかつ時間フィルタ),年間実績_人件費 計: SUM(head_office_connected_service_labor_costs_logs.labor_costs) GROUP BY year,年間予実対比（予実対比）.年間実績_人件費 計,,,,
,,,,,,,,,,,,SUM,年間実績_社員人件費: SUM(head_office_connected_service_labor_costs_logs.labor_costs) WHERE employee_type = '月給者',年間予実対比（予実対比）.年間実績_社員人件費,,,,
,,,,,,,,,,,,SUMフード,年間実績_フード売上ランチ: SUM(TITEM.sales_excluded) WHERE category = 'フード' AND order_time BETWEEN 11:00 AND 15:00 GROUP BY year,年間予実対比（予実対比）.年間実績_フード売上ランチ,,,,
,,,,,,,,,,,,SUMフード,年間実績_フード売上ディナー: SUM(TITEM.sales_excluded) WHERE category = 'フード' AND order_time BETWEEN 17:00 AND 23:00 GROUP BY year,年間予実対比（予実対比）.年間実績_フード売上ディナー,,,,
,,,,,,,,,,,,SUMドリンク,年間実績_ドリンク売上ランチ: SUM(TITEM.sales_excluded) WHERE category = 'ドリンク' AND order_time BETWEEN 11:00 AND 15:00 GROUP BY year,年間予実対比（予実対比）.年間実績_ドリンク売上ランチ,,,,
,,,,,,,,,,,,SUMドリンク,年間実績_ドリンク売上ディナー: SUM(TITEM.sales_excluded) WHERE category = 'ドリンク' AND order_time BETWEEN 17:00 AND 23:00 GROUP BY year,年間予実対比（予実対比）.年間実績_ドリンク売上ディナー,,,,
,,,,,,,,,,,,SUMフード,年間実績_フード仕入: SUM(infomart_transactions.total_tax_excluded) WHERE category = 'フード' GROUP BY year,年間予実対比（予実対比）.年間実績_フード仕入,,,,
,,,,,,,,,,,,SUMドリンク,年間実績_ドリンク仕入: SUM(infomart_transactions.total_tax_excluded) WHERE category = 'ドリンク' GROUP BY year,年間予実対比（予実対比）.年間実績_ドリンク仕入,,,,
,,,,,,,,,,,,SUM商品別,年間実績_固定人件費: SUM(head_office_connected_service_labor_costs_logs.labor_costs) WHERE employee_type = '月給者' GROUP BY year,年間予実対比（予実対比）.年間実績_固定人件費,,,,
,,,,,,,,,,,,SUM商品別,年間実績_PA人件費: SUM(head_office_employee_working_records.daily_cost) GROUP BY year,年間予実対比（予実対比）.年間実績_PA人件費,,,,
,,,,,,,,外部連携×外部連携,"infomart_transactions.total_tax_excluded, head_office_connected_service_labor_costs_logs.labor_costs","infomart_transactions.total_tax_excluded, head_office_connected_service_labor_costs_logs.labor_costs",[外部]勤怠連携（KOT/ジョブカン）.ヘルプ人件費,SUM,年間実績_FLコスト 計: SUM(infomart_transactions.total_tax_excluded) + SUM(head_office_connected_service_labor_costs_logs.labor_costs) GROUP BY year,年間予実対比（予実対比）.年間実績_FLコスト 計,年間予実対比（予実対比）.営業利益,,,
,,,,,,,,,"help_costs, help_costs_minus","head_office_connected_service_labor_costs_logs.help_costs, head_office_connected_service_labor_costs_logs.help_costs_minus",,help_costs-help_costs_minus,年間実績_ヘルプ人件費: 店舗別人件費.ヘルプ人件費 - 店舗別人件費.ヘルプ人件費マイナス,年間予実対比（予実対比）.年間実績_ヘルプ人件費,,,,
,,,,,,,,設定値参照,,monthly_costs.value,月次予算設定.年間総売上,SUM,年間実績_その他経費 計: SUM(monthly_costs.value) WHERE cost_type = '経費' GROUP BY year,年間予実対比（予実対比）.年間実績_その他経費 計,年間予実対比（予実対比）.営業利益,,,
,,,,,,,,,,monthly_budgets.target_sales,,費目フィルタ,年間実績_ラクミー利用料: monthly_costs.value WHERE cost_item = 'ラクミー利用料',年間予実対比（予実対比）.年間実績_ラクミー利用料,,,,
,,,,,,,,,,,,費目=家賃,年間実績_IT費用: monthly_costs.value WHERE cost_item = 'IT費用',年間予実対比（予実対比）.年間実績_IT費用,,,,
,,,,,,,,,,,,費目=資材費,年間実績_お花代: monthly_costs.value WHERE cost_item = 'お花代',年間予実対比（予実対比）.年間実績_お花代,,,,
,,,,,,,,,,,,費目=水道光熱費,年間実績_ガス代: monthly_costs.value WHERE cost_item = 'ガス代',年間予実対比（予実対比）.年間実績_ガス代,,,,
,,,,,,,,,,,,費目=減価償却費,年間実績_クレジットカード手数料: monthly_costs.value WHERE cost_item = 'クレジットカード手数料',年間予実対比（予実対比）.年間実績_クレジットカード手数料,,,,
,,,,,,,,,,,,費目=販促費,年間実績_レジ利用料: monthly_costs.value WHERE cost_item = 'レジ利用料',年間予実対比（予実対比）.年間実績_レジ利用料,,,,
,,,,,,,,,,,,SUM月次予算,年間実績_借入金返済: monthly_costs.value WHERE cost_item = '借入金返済',年間予実対比（予実対比）.年間実績_借入金返済,,,,
,,,,,,,,,,,,データ取得,年間実績_家賃（変動分）: monthly_costs.value WHERE cost_item = '家賃(変動分)',年間予実対比（予実対比）.年間実績_家賃（変動分）,,,,
,,,,,,,,,,,,データ取得,年間実績_水道代: monthly_costs.value WHERE cost_item = '水道代',年間予実対比（予実対比）.年間実績_水道代,,,,
,,,,,,,,,,,,データ取得,年間実績_電気代: monthly_costs.value WHERE cost_item = '電気代',年間予実対比（予実対比）.年間実績_電気代,,,,
,,,,,,,,,,,,データ取得,年間実績_地代家賃: monthly_costs.value WHERE cost_item = '家賃' GROUP BY year,年間予実対比（予実対比）.年間実績_地代家賃,,,,
,,,,,,,,,,,,データ取得,年間実績_資材費: monthly_costs.value WHERE cost_item = '資材費' GROUP BY year,年間予実対比（予実対比）.年間実績_資材費,,,,
,,,,,,,,,,,,データ取得,年間実績_水道光熱費: monthly_costs.value WHERE cost_item = '水道光熱費' GROUP BY year,年間予実対比（予実対比）.年間実績_水道光熱費,,,,
,,,,,,,,,,,,データ取得,年間実績_減価償却費: monthly_costs.value WHERE cost_item = '減価償却費' GROUP BY year,年間予実対比（予実対比）.年間実績_減価償却費,,,,
,,,,,,,,,,,,データ取得,年間実績_販促費: monthly_costs.value WHERE cost_item = '販促費' GROUP BY year,年間予実対比（予実対比）.年間実績_販促費,,,,
,,,,,,,,,,,,SUM商品別,年間予算_総売上 計: SUM(monthly_budgets.target_sales) GROUP BY year,年間予実対比（予実対比）.年間予算_総売上 計,,,,
,,,,,,,,設定値集計,,monthly_cost_items.value(固定人件費),月次予算設定.年間固定人件費,SUM(費用設定.固定人件費予算) GROUP BY year,年間予算_固定人件費: 固定人件費予算,年間予実対比（予実対比）.年間予算_固定人件費,,,,
,,,,,,,,,,monthly_cost_items.value(社員人件費),月次予算設定.年間社員人件費,SUM(費用設定.社員人件費予算) GROUP BY year,年間予算_社員人件費: 社員人件費予算,年間予実対比（予実対比）.年間予算_社員人件費,,,,
,,,,,,,,,,monthly_cost_items.value(ヘルプ人件費),月次予算設定.年間ヘルプ人件費,SUM(費用設定.ヘルプ人件費予算) GROUP BY year,年間予算_ヘルプ人件費: ヘルプ人件費予算,年間予実対比（予実対比）.年間予算_ヘルプ人件費,,,,
,,,,,,,,,,monthly_cost_items.value(その他経費),月次予算設定.年間その他経費,SUM(費用設定.その他経費予算) GROUP BY year,年間予算_その他経費 計: その他経費予算合計,年間予実対比（予実対比）.年間予算_その他経費 計,,,,
,,,,,,,,,,monthly_cost_items.value(地代家賃),月次予算設定.年間地代家賃,SUM(費用設定.地代家賃予算) GROUP BY year,年間予算_地代家賃: 地代家賃予算,年間予実対比（予実対比）.年間予算_地代家賃,,,,
,,,,,,,,,,monthly_cost_items.value(家賃変動分),月次予算設定.年間家賃（変動分）,SUM(費用設定.家賃（変動分）予算) GROUP BY year,年間予算_家賃（変動分）: 家賃（変動分）予算,年間予実対比（予実対比）.年間予算_家賃（変動分）,,,,
,,,,,,,,,,monthly_cost_items.value(水道光熱費),月次予算設定.年間水道光熱費,SUM(費用設定.水道光熱費予算) GROUP BY year,年間予算_水道光熱費: 水道光熱費予算,年間予実対比（予実対比）.年間予算_水道光熱費,,,,
,,,,,,,,,,monthly_cost_items.value(電気代),月次予算設定.年間電気代,SUM(費用設定.電気代予算) GROUP BY year,年間予算_電気代: 電気代予算,年間予実対比（予実対比）.年間予算_電気代,,,,
,,,,,,,,,,monthly_cost_items.value(ガス代),月次予算設定.年間ガス代,SUM(費用設定.ガス代予算) GROUP BY year,年間予算_ガス代: ガス代予算,年間予実対比（予実対比）.年間予算_ガス代,,,,
,,,,,,,,,,monthly_cost_items.value(水道代),月次予算設定.年間水道代,SUM(費用設定.水道代予算) GROUP BY year,年間予算_水道代: 水道代予算,年間予実対比（予実対比）.年間予算_水道代,,,,
,,,,,,,,,,monthly_cost_items.value(減価償却費),月次予算設定.年間減価償却費,SUM(費用設定.減価償却費予算) GROUP BY year,年間予算_減価償却費: 減価償却費予算,年間予実対比（予実対比）.年間予算_減価償却費,,,,
,,,,,,,,,,monthly_cost_items.value(販促費),月次予算設定.年間販促費,SUM(費用設定.販促費予算) GROUP BY year,年間予算_販促費: 販促費予算,年間予実対比（予実対比）.年間予算_販促費,,,,
,,,,,,,,,,monthly_cost_items.value(資材費),月次予算設定.年間資材費,SUM(費用設定.資材費予算) GROUP BY year,年間予算_資材費: 資材費予算,年間予実対比（予実対比）.年間予算_資材費,,,,
,,,,,,,,,,monthly_cost_items.value(借入金返済),月次予算設定.年間借入金返済,SUM(費用設定.借入金返済予算) GROUP BY year,年間予算_借入金返済: 借入金返済予算,年間予実対比（予実対比）.年間予算_借入金返済,,,,
,,,,,,,,,,monthly_cost_items.value(IT費用),月次予算設定.年間IT費用,SUM(費用設定.IT費用予算) GROUP BY year,年間予算_IT費用: IT費用予算,年間予実対比（予実対比）.年間予算_IT費用,,,,
,,,,,,,,,,monthly_cost_items.value(ラクミー利用料),月次予算設定.年間ラクミー利用料,SUM(費用設定.ラクミー利用料予算) GROUP BY year,年間予算_ラクミー利用料: ラクミー利用料予算,年間予実対比（予実対比）.年間予算_ラクミー利用料,,,,
,,,,,,,,,,monthly_cost_items.value(レジ利用料),月次予算設定.年間レジ利用料,SUM(費用設定.レジ利用料予算) GROUP BY year,年間予算_レジ利用料: レジ利用料予算,年間予実対比（予実対比）.年間予算_レジ利用料,,,,
,,,,,,,,,,monthly_cost_items.value(クレジットカード手数料),月次予算設定.年間クレジットカード手数料,SUM(費用設定.クレジットカード手数料予算) GROUP BY year,年間予算_クレジットカード手数料: クレジットカード手数料予算,年間予実対比（予実対比）.年間予算_クレジットカード手数料,,,,
,,,,,,,,,,monthly_cost_items.value(お花代),月次予算設定.年間お花代,SUM(費用設定.お花代予算) GROUP BY year,年間予算_お花代: お花代予算,年間予実対比（予実対比）.年間予算_お花代,,,,
,,,,,,,,画面内演算,,,"年間予実対比（予実対比）.年間予算_FD仕入 計, 年間予実対比（予実対比）.年間予算_人件費 計",年間予算_FD仕入 計 + 年間予算_人件費 計,年間予算_FLコスト 計: FD仕入予算 + 人件費予算,年間予実対比（予実対比）.年間予算_FLコスト 計,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間予算_総売上 計, 年間予実対比（予実対比）.年間予算_FLコスト 計, 年間予実対比（予実対比）.年間予算_その他経費 計",年間予算_総売上 計 - 年間予算_FLコスト 計 - 年間予算_その他経費 計,年間予算_営業利益: 予算_総売上 - 予算_FLコスト - 予算_その他経費,年間予実対比（予実対比）.年間予算_営業利益,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_総売上 計, 年間予実対比（予実対比）.年間予算_総売上 計",年間実績_総売上 計 - 年間予算_総売上 計,年間予実差額_総売上 計: 実績 - 予算,年間予実対比（予実対比）.年間予実差額_総売上 計,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_フード売上 計, 年間予実対比（予実対比）.年間予算_フード売上 計",年間実績_フード売上 計 - 年間予算_フード売上 計,年間予実差額_フード売上 計: 実績 - 予算,年間予実対比（予実対比）.年間予実差額_フード売上 計,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_フード売上ランチ, 年間予実対比（予実対比）.年間予算_フード売上ランチ",年間実績_フード売上ランチ - 年間予算_フード売上ランチ,年間予実差額_フード売上ランチ: 実績 - 予算,年間予実対比（予実対比）.年間予実差額_フード売上ランチ,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_フード売上ディナー, 年間予実対比（予実対比）.年間予算_フード売上ディナー",年間実績_フード売上ディナー - 年間予算_フード売上ディナー,年間予実差額_フード売上ディナー: 実績 - 予算,年間予実対比（予実対比）.年間予実差額_フード売上ディナー,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_ドリンク売上 計, 年間予実対比（予実対比）.年間予算_ドリンク売上 計",年間実績_ドリンク売上 計 - 年間予算_ドリンク売上 計,年間予実差額_ドリンク売上 計: 実績 - 予算,年間予実対比（予実対比）.年間予実差額_ドリンク売上 計,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_ドリンク売上ランチ, 年間予実対比（予実対比）.年間予算_ドリンク売上ランチ",年間実績_ドリンク売上ランチ - 年間予算_ドリンク売上ランチ,年間予実差額_ドリンク売上ランチ: 実績 - 予算,年間予実対比（予実対比）.年間予実差額_ドリンク売上ランチ,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_ドリンク売上ディナー, 年間予実対比（予実対比）.年間予算_ドリンク売上ディナー",年間実績_ドリンク売上ディナー - 年間予算_ドリンク売上ディナー,年間予実差額_ドリンク売上ディナー: 実績 - 予算,年間予実対比（予実対比）.年間予実差額_ドリンク売上ディナー,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_その他売上 計, 年間予実対比（予実対比）.年間予算_その他売上 計",年間実績_その他売上 計 - 年間予算_その他売上 計,年間予実差額_その他売上 計: 実績 - 予算,年間予実対比（予実対比）.年間予実差額_その他売上 計,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_その他売上ランチ, 年間予実対比（予実対比）.年間予算_その他売上ランチ",年間実績_その他売上ランチ - 年間予算_その他売上ランチ,年間予実差額_その他売上ランチ: 実績 - 予算,年間予実対比（予実対比）.年間予実差額_その他売上ランチ,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_その他売上ディナー, 年間予実対比（予実対比）.年間予算_その他売上ディナー",年間実績_その他売上ディナー - 年間予算_その他売上ディナー,年間予実差額_その他売上ディナー: 実績 - 予算,年間予実対比（予実対比）.年間予実差額_その他売上ディナー,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_FLコスト 計, 年間予実対比（予実対比）.年間予算_FLコスト 計",年間実績_FLコスト 計 - 年間予算_FLコスト 計,年間予実差額_FLコスト 計: 実績 - 予算,年間予実対比（予実対比）.年間予実差額_FLコスト 計,,,,
,,,,,,,,,,,"年間予実対比（予実対比）.年間実績_FD仕入 計, 年間予実対比（予実対比）.年間予算_FD仕入 計",年間実績_FD仕入 計 - 年間予算_FD仕入 計,年間予実差額_FD仕入 計: 実績 - 予算,年間予実対比（予実対比）.年間予実差額_FD仕入 計,,,,
