大項目	区分	ID	名称	カテゴリ/種別	ターゲット	互換ディメン	実装ステータス	開発コスト	マッチング制限	制限補足	粒度	期間属性	スコープ	主要目的_大項目	主要目的_中項目	ユースケース	計算レイヤー	演算ロジック_詳細	データソース	依存先指標	weighted_avg_denominator	aggregable_grains	snapshot_grain	snapshot_axes	retention_period	recompute_trigger	compute_mode	freeze_condition
ディメン	属性ディメン	C8	棚卸し	ユーザー入力単独	本部管理者	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C9	ステータスフラグ	ユーザー入力単独	本部管理者	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C10	店舗ID	ユーザー入力単独	本部管理者	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C11	店舗名	ユーザー入力単独	本部管理者	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C12	ラベル名	ユーザー入力単独	本部管理者	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C13	ステータスフラグ	ユーザー入力単独	本部管理者	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C14	店舗名	ユーザー入力単独	本部管理者	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C15	電話番号	ユーザー入力単独	本部管理者	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C16	郵便番号	ユーザー入力単独	本部管理者	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C17	都道府県	ユーザー入力単独	本部管理者	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C18	住所	ユーザー入力単独	本部管理者	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C21	業態	ユーザー入力単独	本部管理者	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C25	家賃種別	ユーザー入力単独	本部管理者	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C28	従業員コード	ユーザー入力単独	本部管理者	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C29	所属コード	ユーザー入力単独	本部管理者	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C30	店舗ID	ユーザー入力単独	本部管理者	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C31	店舗名	ユーザー入力単独	本部管理者	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C149	店舗名	マスタ参照表示	本部管理者	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C168	カテゴリ	マスタ参照表示	本部管理者	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C169	ラベル	マスタ参照表示	本部管理者	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C176	店舗名	マスタ参照表示	本部管理者	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C37	経費コード	ユーザー入力単独	本部管理者	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C151	費目	マスタ参照表示	本部管理者	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C44	商品	外部連携単独	本部管理者	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C73	商品	外部連携単独	本部管理者	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C173	納品書ID	外部データ参照	本部管理者	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C177	処理ステータス	外部データ参照	本部管理者	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C179	納品書ID	外部データ参照	本部管理者	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C182	処理ステータス	外部データ参照	本部管理者	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C38	費目	ユーザー入力単独（マスタ選択）	本部管理者	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C41	移動元店舗	ユーザー入力単独（マスタ選択）	本部管理者	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C43	移動先店舗	ユーザー入力単独（マスタ選択）	本部管理者	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C487	ラベルグループ名	ユーザー入力単独	本部管理者	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C488	ラベルグループ含有ラベル	マスタ参照	本部管理者	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	C489	ラベルグループ表示順	ユーザー入力単独	本部管理者	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
トランザクション	個別	C45	売上（税抜）	売上系	本部管理者	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証 (KPI単独表示)	L1	SUM商品別	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	翌日日次確定
トランザクション	個別	C46	売上構成比率	売上系	本部管理者	-	🟢 既実装	小	🟡 加重平均	率指標は加重平均	metric	FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証 (KPI単独表示)	L1	商品÷総売上×100	head_office_item_sales_logs.sales_excluded, head_office_connected_service_sales_logs.sales_excluded	ABC分析.売上（税抜）, 当月実績.売上（税抜）	売上(税抜)	date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	翌日日次確定
トランザクション	個別	C47	販売点数	客数系	本部管理者	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	客数分析	客数推移	客数の前年比/曜日傾向、集客施策の効果検証 (KPI単独表示)	L1	SUM商品別	head_office_item_sales_logs.quantity	[外部]TITEM.quantity		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
トランザクション	個別	C48	販売点数構成比率	客数系	本部管理者	-	🟢 既実装	小	🟡 加重平均	率指標は加重平均	metric	FLOW	画面内	客数分析	客数推移	客数の前年比/曜日傾向、集客施策の効果検証 (KPI単独表示)	L1	商品数÷総数×100	head_office_item_sales_logs.quantity	ABC分析.販売点数	売上(税抜)	date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
トランザクション	個別	C49	価格	売上系	本部管理者	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証 (KPI単独表示)	L1	売上÷数量	head_office_item_sales_logs.sales_excluded, head_office_item_sales_logs.quantity	ABC分析.売上（税抜）, ABC分析.販売点数		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
トランザクション	個別	C50	目標PA人件費率	人件費系	本部管理者	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	人件費効率	PA率分析	PA率の店舗/業態比較、人件費効率改善の優先順位 (KPI単独表示)	L1	マスタ参照	monthly_budgets.food_cost_rate（またはlabor_cost_rate）, monthly_budgets.profit	[入力]monthly_budgets.food_cost_rate（またはlabor_cost_rate）			オンデマンド	-	-	on_demand	on_demand	月次給与確定後
トランザクション	個別	C100	FD仕入　計	原価系	本部管理者	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	原価管理	FD率分析	FD率の推移把握、ロス削減/原価コントロール優先順位 (KPI単独表示)	L1	SUM	infomart_transactions.total_tax_excluded	[外部]infomart_transactions.total_tax_excluded		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	納品確定後
トランザクション	個別	C101	人件費　計	人件費系	本部管理者	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	人件費効率	スタッフ別人件費	スタッフ別の人時生産性評価、教育投資/シフト配置最適化 (KPI単独表示)	L1	SUM	head_office_connected_service_labor_costs_logs.labor_costs	[外部]head_office_connected_service_labor_costs_logs.labor_costs		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
トランザクション	個別	C102	その他経費　計	その他	本部管理者	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証 (KPI単独表示)	L1	SUM	monthly_costs.value	-		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
トランザクション	個別	C103	ラクミー利用料	その他	本部管理者	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証 (KPI単独表示)	L1	費目フィルタ	monthly_costs.value	-		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
トランザクション	個別	C104	レジ利用料	その他	本部管理者	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証 (KPI単独表示)	L1	費目フィルタ	monthly_costs.value	-		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
トランザクション	個別	C105	借入金返済	その他	本部管理者	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証 (KPI単独表示)	L1	費目フィルタ	monthly_costs.value	-		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
トランザクション	個別	C106	フード売上ランチ	売上系	本部管理者	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証 (KPI単独表示)	L1	SUM(フードかつ時間フィルタ)	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded		date,week,month,quarter,year	日次	shop × date × time_slot × product	13M	nightly	batch	翌日日次確定
トランザクション	個別	C107	フード売上ディナー	売上系	本部管理者	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証 (KPI単独表示)	L1	SUM(フードかつ時間フィルタ)	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded		date,week,month,quarter,year	日次	shop × date × time_slot × product	13M	nightly	batch	翌日日次確定
トランザクション	個別	C108	ドリンク売上ランチ	売上系	本部管理者	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証 (KPI単独表示)	L1	SUM(ドリンクかつ時間フィルタ)	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded		date,week,month,quarter,year	日次	shop × date × time_slot × product	13M	nightly	batch	翌日日次確定
トランザクション	個別	C109	ドリンク売上ディナー	売上系	本部管理者	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証 (KPI単独表示)	L1	SUM(ドリンクかつ時間フィルタ)	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded		date,week,month,quarter,year	日次	shop × date × time_slot × product	13M	nightly	batch	翌日日次確定
トランザクション	個別	C110	フード仕入	原価系	本部管理者	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	原価管理	FD率分析	FD率の推移把握、ロス削減/原価コントロール優先順位 (KPI単独表示)	L1	SUMフード	infomart_transactions.total_tax_excluded	[外部]infomart_transactions.total_tax_excluded		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	納品確定後
