大項目	区分	ID	名称	カテゴリ/種別	ターゲット	互換ディメン	実装ステータス	開発コスト	マッチング制限	制限補足	粒度	期間属性	スコープ	主要目的_大項目	主要目的_中項目	ユースケース	計算レイヤー	演算ロジック_詳細	データソース	依存先指標	weighted_avg_denominator	aggregable_grains	snapshot_grain	snapshot_axes	retention_period	recompute_trigger	compute_mode	freeze_condition
ディメン	属性ディメン	S384	商品名	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S385	ラベル名	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S1	ラベルID	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S2	ラベル名	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S3	棚卸	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S4	ステータスフラグ	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S5	商品ID	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S6	発注先	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S7	商品名	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S8	費目	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S20	商品ID	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S21	商品名	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S22	商品ID（連携サービス）	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S23	商品コード（連携サービス）	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S24	ラベル名	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S25	ステータスフラグ	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S27	発注先ID	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S28	発注先名	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S29	ラベル名	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S30	ステータスフラグ	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S88	経費コード	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S31	店舗名	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S32	電話番号	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S33	郵便番号	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S34	都道府県	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S35	住所	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S38	業態	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S94	商品タイプ	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S456	カテゴリ	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S756	肉類（カテゴリ１）	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S757	魚介類（カテゴリ２）	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S758	野菜・果物（カテゴリ３）	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S759	加工品（カテゴリ４）	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S760	米・穀物（カテゴリ５）	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S761	麺・パン（カテゴリ６）	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S762	乾物・缶詰（カテゴリ７）	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S763	調味料（カテゴリ８）	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S764	酒・ドリンク（カテゴリ９）	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S765	資材（カテゴリ１０）	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S766	その他（カテゴリ１１）	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S767	ラベル名１	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S768	ラベル名２	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S769	ラベル名３〜１０	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S771	商品名	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S772	仕入れ先	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S363	総卓数	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S56	商品名	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S57	商品コード	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S58	ステータス	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S62	表示名	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S63	店舗コード	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S64	発注先名	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S731	発注ID	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S732	発注先名	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S733	商品コード	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S734	商品名	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S735	発注単位	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S736	税区分	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S463	店舗名	マスタ参照表示	店長	-	🟢 既実装	小	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
ディメン	属性ディメン	S66	費目名	ユーザー入力単独	店長	-	⚪ 対象外	-	🟢 制限なし	マスタ参照系ディメン (店舗ID/商品等の属性軸)	master	MASTER	画面内	-	-	ドロップ可能な軸として、行/列/フィルタにドラッグして使用	-	-	-	-	-	-	-	-	-	-	-	-
