大項目	区分	ID	名称	カテゴリ/種別	ターゲット	互換ディメン	実装ステータス	開発コスト	マッチング制限	制限補足	粒度	期間属性	スコープ	主要目的_大項目	主要目的_中項目	ユースケース	計算レイヤー	演算ロジック_詳細	データソース	依存先指標	weighted_avg_denominator	aggregable_grains	snapshot_grain	snapshot_axes	retention_period	recompute_trigger	compute_mode	freeze_condition
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S271	商品グループ × 仕入先 × 年間実績_その他経費 計	その他	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	SUM	monthly_costs.value	-		year	月次	shop × month	60M	nightly + monthly_finalize	batch	確定なし
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S272	商品グループ × 仕入先 × 年間実績_ラクミー利用料	その他	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-		year	月次	shop × month	60M	nightly + monthly_finalize	batch	確定なし
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S273	商品グループ × 仕入先 × 年間実績_IT費用	その他	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-		year	月次	shop × month	60M	nightly + monthly_finalize	batch	確定なし
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S274	商品グループ × 仕入先 × 年間実績_お花代	その他	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-		year	月次	shop × month	60M	nightly + monthly_finalize	batch	確定なし
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S275	商品グループ × 仕入先 × 年間実績_ガス代	その他	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-		year	月次	shop × month	60M	nightly + monthly_finalize	batch	確定なし
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S276	商品グループ × 仕入先 × 年間実績_クレジットカード手数料	その他	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-		year	月次	shop × month	60M	nightly + monthly_finalize	batch	確定なし
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S277	商品グループ × 仕入先 × 年間実績_レジ利用料	その他	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-		year	月次	shop × month	60M	nightly + monthly_finalize	batch	確定なし
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S278	商品グループ × 仕入先 × 年間実績_借入金返済	その他	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-		year	月次	shop × month	60M	nightly + monthly_finalize	batch	確定なし
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S279	商品グループ × 仕入先 × 年間実績_家賃（変動分）	その他	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-		year	月次	shop × month	60M	nightly + monthly_finalize	batch	確定なし
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S280	商品グループ × 仕入先 × 年間実績_水道代	その他	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-		year	月次	shop × month	60M	nightly + monthly_finalize	batch	確定なし
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S282	商品グループ × 仕入先 × 年間実績_電気代	その他	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-		year	月次	shop × month	60M	nightly + monthly_finalize	batch	確定なし
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S288	商品グループ × 仕入先 × 年間実績_フード仕入	原価系	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	SUMフード	infomart_transactions.total_tax_excluded	[外部]infomart_transactions.total_tax_excluded		year	月次	shop × month	60M	nightly + monthly_finalize	batch	納品確定後
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S289	商品グループ × 仕入先 × 年間実績_ドリンク仕入	原価系	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	SUMドリンク	infomart_transactions.total_tax_excluded	[外部]infomart_transactions.total_tax_excluded		year	月次	shop × month	60M	nightly + monthly_finalize	batch	納品確定後
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S293	商品グループ × 仕入先 × 年間実績_地代家賃	その他	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	費目=家賃	monthly_costs.value	-		year	月次	shop × month	60M	nightly + monthly_finalize	batch	確定なし
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S294	商品グループ × 仕入先 × 年間実績_資材費	その他	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	費目=資材費	monthly_costs.value	-		year	月次	shop × month	60M	nightly + monthly_finalize	batch	確定なし
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S295	商品グループ × 仕入先 × 年間実績_水道光熱費	その他	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	費目=水道光熱費	monthly_costs.value	-		year	月次	shop × month	60M	nightly + monthly_finalize	batch	確定なし
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S296	商品グループ × 仕入先 × 年間実績_減価償却費	その他	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	費目=減価償却費	monthly_costs.value	-		year	月次	shop × month	60M	nightly + monthly_finalize	batch	確定なし
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S297	商品グループ × 仕入先 × 年間実績_販促費	その他	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	費目=販促費	monthly_costs.value	-		year	月次	shop × month	60M	nightly + monthly_finalize	batch	確定なし
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S562	商品グループ × 仕入先 × 年間予算_FD仕入 計	原価系	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FORECAST	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	SUM(monthly_budgets.target_sales × monthly_budgets.food_cost_rate) GROUP BY year	monthly_budgets.target_sales, monthly_budgets.food_cost_rate	月次予算設定.年間FD仕入		year	月次	shop × month	60M	on_budget_update	batch	予算確定後
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S563	商品グループ × 仕入先 × 年間予算_フード仕入	原価系	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FORECAST	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	年間予算_FD仕入 計 × FD構成比設定.フード比率	monthly_budgets.food_cost_rate, fd_compositions.food_ratio	月次予算設定.年間フード仕入		year	月次	shop × month	60M	on_budget_update	batch	予算確定後
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S564	商品グループ × 仕入先 × 年間予算_ドリンク仕入	原価系	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FORECAST	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	年間予算_FD仕入 計 × FD構成比設定.ドリンク比率	monthly_budgets.food_cost_rate, fd_compositions.drink_ratio	月次予算設定.年間ドリンク仕入		year	月次	shop × month	60M	on_budget_update	batch	予算確定後
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S307	商品グループ × 仕入先 × 固定費	その他	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	SUM	monthly_costs.value	-		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S308	商品グループ × 仕入先 × 支払方法	その他	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	マスタ参照	t_tends.head_office_payment_method_id	[外部]TTEND.head_office_payment_method_id			日次	shop × date	-	nightly	on_demand	確定なし
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S318	商品グループ × 仕入先 × 仕入（税込）	原価系	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	日別集計	infomart_orders.total	[外部]trade_total.total			オンデマンド	-	-	on_demand	on_demand	納品確定後
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S319	商品グループ × 仕入先 × 仕入（税抜）	原価系	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	日別集計	infomart_transactions.total_tax_excluded	[外部]infomart_transactions.total_tax_excluded			オンデマンド	-	-	on_demand	on_demand	納品確定後
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S325	商品グループ × 仕入先 × 曜日	その他	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	曜日抽出	z_totals.date	[外部]ZTOTAL.date		date,week,month,quarter,year	日次	shop × date × weekday	13M	nightly	batch	確定なし
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S332	商品グループ × 仕入先 × 対象前月在庫	その他	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 STOCK指標 / 🟡 多軸注意	発注システム連携 / 期末値集計 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+STOCK	外部×画面	在庫・棚卸	棚卸金額	棚卸金額の月次推移、在庫過剰/欠品リスク管理（2軸クロス分析）	L1	マスタ参照	shop_inventories.amount（棚卸入力）	-			日次	shop × date	-	nightly	on_demand	確定なし
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S333	商品グループ × 仕入先 × 仕入総額	原価系	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	SUM	infomart_transactions.total_tax_excluded	[外部]infomart_transactions.total_tax_excluded			日次	shop × date	-	nightly	on_demand	納品確定後
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S334	商品グループ × 仕入先 × 対象月在庫	その他	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 STOCK指標 / 🟡 多軸注意	発注システム連携 / 期末値集計 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+STOCK	外部×画面	在庫・棚卸	棚卸金額	棚卸金額の月次推移、在庫過剰/欠品リスク管理（2軸クロス分析）	L1	マスタ参照	shop_inventories.amount（棚卸入力）	-			日次	shop × date	-	nightly	on_demand	確定なし
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S335	商品グループ × 仕入先 × 年月	その他	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	年月参照	monthly_cost_entries.year_month, monthly_costs.value	-			日次	shop × date	-	nightly	on_demand	確定なし
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S337	商品グループ × 仕入先 × 仕入（税抜）	原価系	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	SUM月間	infomart_transactions.total_tax_excluded	[外部]infomart_transactions.total_tax_excluded			日次	shop × date	-	nightly	on_demand	納品確定後
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S338	商品グループ × 仕入先 × 仕入（税込）	原価系	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	SUM月間	infomart_orders.total	[外部]trade_total.total			日次	shop × date	-	nightly	on_demand	納品確定後
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S350	商品グループ × 仕入先 × 固定費	その他	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	SUM	monthly_costs.value	-		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S361	商品グループ × 仕入先 × 総席数	その他	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	SUM	head_office_connected_service_sales_logs.customers	[外部]ZTOTAL.customers		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S362	商品グループ × 仕入先 × 総組数	その他	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	COUNT伝票	t_totals.receipt_no	[外部]TTOTAL.receipt_no		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	商品グループ × 仕入先 × 指標	dim_product_group+dim_supplier+S373	商品グループ × 仕入先 × 金額（税抜）	その他	店長	-	🟢 既実装	大	🔴 連携必要 / 🟡 多軸注意	発注システム連携 / 2軸クロス、行列展開コスト	product_group_id×supplier_id×metric	FLOW+FLOW+FLOW	外部×画面	仕入先分析	仕入先別構成	仕入先の集中度/分散リスク把握、調達戦略の見直し（2軸クロス分析）	L1	SUM費目別	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
