大項目	区分	ID	名称	カテゴリ/種別	ターゲット	互換ディメン	実装ステータス	開発コスト	マッチング制限	制限補足	粒度	期間属性	スコープ	主要目的_大項目	主要目的_中項目	ユースケース	計算レイヤー	演算ロジック_詳細	データソース	依存先指標	weighted_avg_denominator	aggregable_grains	snapshot_grain	snapshot_axes	retention_period	recompute_trigger	compute_mode	freeze_condition
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+C60	日 × 週 × フード仕入	原価系	本部管理者	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	原価管理	FD率分析	FD率の推移把握、ロス削減/原価コントロール優先順位（2軸クロス分析）	L1	SUMフード	infomart_transactions.total_tax_excluded	[外部]infomart_transactions.total_tax_excluded		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	納品確定後
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+C61	日 × 週 × ドリンク仕入	原価系	本部管理者	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	原価管理	FD率分析	FD率の推移把握、ロス削減/原価コントロール優先順位（2軸クロス分析）	L1	SUMドリンク	infomart_transactions.total_tax_excluded	[外部]infomart_transactions.total_tax_excluded		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	納品確定後
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+C62	日 × 週 × 人件費	人件費系	本部管理者	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	人件費効率	スタッフ別人件費	スタッフ別の人時生産性評価、教育投資/シフト配置最適化（2軸クロス分析）	L1	SUM	head_office_connected_service_labor_costs_logs.labor_costs	[外部]head_office_connected_service_labor_costs_logs.labor_costs		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+C63	日 × 週 × 固定人件費	人件費系	本部管理者	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	人件費効率	スタッフ別人件費	スタッフ別の人時生産性評価、教育投資/シフト配置最適化（2軸クロス分析）	L1	SUM月給者	head_office_connected_service_labor_costs_logs.labor_costs	[外部]head_office_connected_service_labor_costs_logs.labor_costs		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+C64	日 × 週 × PA人件費	人件費系	本部管理者	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	人件費効率	PA率分析	PA率の店舗/業態比較、人件費効率改善の優先順位（2軸クロス分析）	L1	SUM時給者	head_office_employee_working_records.daily_cost	[外部]head_office_employee_working_records.daily_cost		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+C65	日 × 週 × その他売上（サービス料等）	売上系	本部管理者	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM	z_totals.service_charge_1	[外部]ZTOTAL.service_charge_1		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	翌日日次確定
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+C66	日 × 週 × その他売上ランチ	売上系	本部管理者	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM(その他かつ時間フィルタ)	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded		date,week,month,quarter,year	日次	shop × date × time_slot	13M	nightly	batch	翌日日次確定
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+C67	日 × 週 × その他売上ディナー	売上系	本部管理者	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM(その他かつ時間フィルタ)	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded		date,week,month,quarter,year	日次	shop × date × time_slot	13M	nightly	batch	翌日日次確定
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+C88	日 × 週 × FD仕入額	原価系	本部管理者	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	原価管理	FD率分析	FD率の推移把握、ロス削減/原価コントロール優先順位（2軸クロス分析）	L1	SUM年間	infomart_transactions.total_tax_excluded	[外部]infomart_transactions.total_tax_excluded		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	納品確定後
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+C89	日 × 週 × 人件費額	人件費系	本部管理者	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	人件費効率	スタッフ別人件費	スタッフ別の人時生産性評価、教育投資/シフト配置最適化（2軸クロス分析）	L1	SUM年間	head_office_connected_service_labor_costs_logs.labor_costs	[外部]head_office_connected_service_labor_costs_logs.labor_costs		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+C90	日 × 週 × 客単価	客数系	本部管理者	-	🟢 既実装	中	🟡 加重平均 / 🟡 多軸注意	率指標加重 / 2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	客数分析	客単価	客単価の月次推移/商品ミックス影響、アップセル戦略立案（2軸クロス分析）	L1	売上÷客数	head_office_connected_service_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers	当月実績.売上（税抜）, 客数.当月客数	客数	date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	翌日日次確定
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+C91	日 × 週 × 客単価（ランチ）	客数系	本部管理者	-	🟢 既実装	中	🟡 加重平均 / 🟡 多軸注意	率指標加重 / 2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	客数分析	客単価	客単価の月次推移/商品ミックス影響、アップセル戦略立案（2軸クロス分析）	L1	売上÷客数(11-15時フィルタ)	head_office_item_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers	時間帯別売上分析.ランチ売上（税抜）, 時間帯別売上分析.客数	客数	date,week,month,quarter,year	日次	shop × date × time_slot	13M	nightly	batch	翌日日次確定
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+C92	日 × 週 × 客単価（ディナー）	客数系	本部管理者	-	🟢 既実装	中	🟡 加重平均 / 🟡 多軸注意	率指標加重 / 2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	客数分析	客単価	客単価の月次推移/商品ミックス影響、アップセル戦略立案（2軸クロス分析）	L1	売上÷客数(17-23時フィルタ)	head_office_item_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers	時間帯別売上分析.ディナー売上（税抜）, 時間帯別売上分析.客数	客数	date,week,month,quarter,year	日次	shop × date × time_slot	13M	nightly	batch	翌日日次確定
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+C93	日 × 週 × 総売上　計	売上系	本部管理者	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM	head_office_connected_service_sales_logs.sales_excluded	[外部]ZTOTAL.sales_excluded		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	翌日日次確定
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+C94	日 × 週 × フード売上 計	売上系	本部管理者	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUMフード	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded		date,week,month,quarter,year	日次	shop × date × product	13M	nightly	batch	翌日日次確定
