大項目	区分	ID	名称	カテゴリ/種別	ターゲット	互換ディメン	実装ステータス	開発コスト	マッチング制限	制限補足	粒度	期間属性	スコープ	主要目的_大項目	主要目的_中項目	ユースケース	計算レイヤー	演算ロジック_詳細	データソース	依存先指標	weighted_avg_denominator	aggregable_grains	snapshot_grain	snapshot_axes	retention_period	recompute_trigger	compute_mode	freeze_condition
マッピング_3軸	個別	MAP3S-00011	店舗 × 日 × 時間帯 × 実績_その他売上ランチ	売上系	店長	dim_shop, dim_date, dim_time_slot	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証 (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S139) を shop × date × time_slot で算出	head_office_item_sales_logs.sales_excluded	S139		date,week,month,quarter,year	日次	shop × date × time_slot	13M	nightly	batch	翌日日次確定
マッピング_3軸	個別	MAP3S-00012	店舗 × 日 × 時間帯 × 実績_その他売上ディナー	売上系	店長	dim_shop, dim_date, dim_time_slot	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証 (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S140) を shop × date × time_slot で算出	head_office_item_sales_logs.sales_excluded	S140		date,week,month,quarter,year	日次	shop × date × time_slot	13M	nightly	batch	翌日日次確定
マッピング_3軸	個別	MAP3S-00013	店舗 × 月 × 商品 × 予算_フード売上 計	予実系	店長	dim_shop, dim_month, dim_product	🟢 既実装	小	🟡 予測値	確定値と区別必要	metric	FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S168) を shop × month × product で算出	monthly_budgets.target_sales, budget_sales_compositions.food_ratio	S168		month,quarter,year	月次	shop × month × product	60M	on_budget_update	batch	予算確定後
マッピング_3軸	個別	MAP3S-00014	店舗 × 月 × 時間帯 × 商品 × 予算_フード売上ランチ	予実系	店長	dim_shop, dim_month, dim_time_slot, dim_product	🟢 既実装	小	🟡 予測値	確定値と区別必要	metric	FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S169) を shop × month × time_slot × product で算出	monthly_budgets.target_sales, budget_sales_compositions.lunch_ratio	S169		month,quarter,year	月次	shop × month × time_slot × product	60M	on_budget_update	batch	予算確定後
マッピング_3軸	個別	MAP3S-00015	店舗 × 月 × 時間帯 × 商品 × 予算_フード売上ディナー	予実系	店長	dim_shop, dim_month, dim_time_slot, dim_product	🟢 既実装	小	🟡 予測値	確定値と区別必要	metric	FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S170) を shop × month × time_slot × product で算出	monthly_budgets.target_sales, budget_sales_compositions.dinner_ratio	S170		month,quarter,year	月次	shop × month × time_slot × product	60M	on_budget_update	batch	予算確定後
マッピング_3軸	個別	MAP3S-00016	店舗 × 月 × 商品 × 予算_ドリンク売上 計	予実系	店長	dim_shop, dim_month, dim_product	🟢 既実装	小	🟡 予測値	確定値と区別必要	metric	FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S171) を shop × month × product で算出	monthly_budgets.target_sales, budget_sales_compositions.drink_ratio	S171		month,quarter,year	月次	shop × month × product	60M	on_budget_update	batch	予算確定後
マッピング_3軸	個別	MAP3S-00017	店舗 × 月 × 時間帯 × 商品 × 予算_ドリンク売上ランチ	予実系	店長	dim_shop, dim_month, dim_time_slot, dim_product	🟢 既実装	小	🟡 予測値	確定値と区別必要	metric	FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S172) を shop × month × time_slot × product で算出	monthly_budgets.target_sales, budget_sales_compositions.lunch_ratio	S172		month,quarter,year	月次	shop × month × time_slot × product	60M	on_budget_update	batch	予算確定後
マッピング_3軸	個別	MAP3S-00018	店舗 × 月 × 時間帯 × 商品 × 予算_ドリンク売上ディナー	予実系	店長	dim_shop, dim_month, dim_time_slot, dim_product	🟢 既実装	小	🟡 予測値	確定値と区別必要	metric	FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S173) を shop × month × time_slot × product で算出	monthly_budgets.target_sales, budget_sales_compositions.dinner_ratio	S173		month,quarter,year	月次	shop × month × time_slot × product	60M	on_budget_update	batch	予算確定後
マッピング_3軸	個別	MAP3S-00019	店舗 × 月 × 時間帯 × 予算_その他売上ランチ	予実系	店長	dim_shop, dim_month, dim_time_slot	🟢 既実装	小	🟡 予測値	確定値と区別必要	metric	FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S175) を shop × month × time_slot で算出	monthly_budgets.target_sales, budget_sales_compositions.lunch_ratio	S175		month,quarter,year	月次	shop × month × time_slot	60M	on_budget_update	batch	予算確定後
マッピング_3軸	個別	MAP3S-00020	店舗 × 月 × 時間帯 × 予算_その他売上ディナー	予実系	店長	dim_shop, dim_month, dim_time_slot	🟢 既実装	小	🟡 予測値	確定値と区別必要	metric	FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S176) を shop × month × time_slot で算出	monthly_budgets.target_sales, budget_sales_compositions.dinner_ratio	S176		month,quarter,year	月次	shop × month × time_slot	60M	on_budget_update	batch	予算確定後
マッピング_3軸	個別	MAP3S-00021	店舗 × 月 × 商品 × 月次実績_フード売上 計	売上系	店長	dim_shop, dim_month, dim_product	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証 (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S498) を shop × month × product で算出	head_office_item_sales_logs.sales_excluded	S498		date,week,month,quarter,year	月次	shop × month × product	36M	nightly + monthly_finalize	hybrid	翌日日次確定
マッピング_3軸	個別	MAP3S-00022	店舗 × 月 × 商品 × 月次実績_ドリンク売上 計	売上系	店長	dim_shop, dim_month, dim_product	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証 (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S499) を shop × month × product で算出	head_office_item_sales_logs.sales_excluded	S499		date,week,month,quarter,year	月次	shop × month × product	36M	nightly + monthly_finalize	hybrid	翌日日次確定
マッピング_3軸	個別	MAP3S-00023	店舗 × 月 × 商品 × 月次予算_フード売上 計	予実系	店長	dim_shop, dim_month, dim_product	🟢 既実装	小	🟡 予測値	確定値と区別必要	metric	FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S507) を shop × month × product で算出	monthly_budgets.target_sales, budget_sales_compositions.food_ratio	S507		month,quarter,year	月次	shop × month × product	36M	on_budget_update	batch	予算確定後
マッピング_3軸	個別	MAP3S-00024	店舗 × 月 × 商品 × 月次予算_ドリンク売上 計	予実系	店長	dim_shop, dim_month, dim_product	🟢 既実装	小	🟡 予測値	確定値と区別必要	metric	FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S508) を shop × month × product で算出	monthly_budgets.target_sales, budget_sales_compositions.drink_ratio	S508		month,quarter,year	月次	shop × month × product	36M	on_budget_update	batch	予算確定後
マッピング_3軸	個別	MAP3S-00025	店舗 × 月 × 商品 × 年間実績_フード売上 計	売上系	店長	dim_shop, dim_month, dim_product	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証 (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S263) を shop × month × product で算出	head_office_item_sales_logs.sales_excluded	S263		year	月次	shop × month × product	60M	nightly + monthly_finalize	batch	翌日日次確定
マッピング_3軸	個別	MAP3S-00026	店舗 × 月 × 商品 × 年間実績_ドリンク売上 計	売上系	店長	dim_shop, dim_month, dim_product	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証 (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S264) を shop × month × product で算出	head_office_item_sales_logs.sales_excluded	S264		year	月次	shop × month × product	60M	nightly + monthly_finalize	batch	翌日日次確定
マッピング_3軸	個別	MAP3S-00027	店舗 × 月 × 時間帯 × 年間実績_その他売上ランチ	売上系	店長	dim_shop, dim_month, dim_time_slot	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証 (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S266) を shop × month × time_slot で算出	head_office_item_sales_logs.sales_excluded	S266		year	月次	shop × month × time_slot	60M	nightly + monthly_finalize	batch	翌日日次確定
マッピング_3軸	個別	MAP3S-00028	店舗 × 月 × 時間帯 × 年間実績_その他売上ディナー	売上系	店長	dim_shop, dim_month, dim_time_slot	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証 (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S267) を shop × month × time_slot で算出	head_office_item_sales_logs.sales_excluded	S267		year	月次	shop × month × time_slot	60M	nightly + monthly_finalize	batch	翌日日次確定
マッピング_3軸	個別	MAP3S-00029	店舗 × 月 × 時間帯 × 商品 × 年間実績_フード売上ランチ	売上系	店長	dim_shop, dim_month, dim_time_slot, dim_product	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証 (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S284) を shop × month × time_slot × product で算出	head_office_item_sales_logs.sales_excluded	S284		year	月次	shop × month × time_slot × product	60M	nightly + monthly_finalize	batch	翌日日次確定
マッピング_3軸	個別	MAP3S-00030	店舗 × 月 × 時間帯 × 商品 × 年間実績_フード売上ディナー	売上系	店長	dim_shop, dim_month, dim_time_slot, dim_product	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証 (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S285) を shop × month × time_slot × product で算出	head_office_item_sales_logs.sales_excluded	S285		year	月次	shop × month × time_slot × product	60M	nightly + monthly_finalize	batch	翌日日次確定
マッピング_3軸	個別	MAP3S-00031	店舗 × 月 × 時間帯 × 商品 × 年間実績_ドリンク売上ランチ	売上系	店長	dim_shop, dim_month, dim_time_slot, dim_product	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証 (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S286) を shop × month × time_slot × product で算出	head_office_item_sales_logs.sales_excluded	S286		year	月次	shop × month × time_slot × product	60M	nightly + monthly_finalize	batch	翌日日次確定
マッピング_3軸	個別	MAP3S-00032	店舗 × 月 × 時間帯 × 商品 × 年間実績_ドリンク売上ディナー	売上系	店長	dim_shop, dim_month, dim_time_slot, dim_product	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証 (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S287) を shop × month × time_slot × product で算出	head_office_item_sales_logs.sales_excluded	S287		year	月次	shop × month × time_slot × product	60M	nightly + monthly_finalize	batch	翌日日次確定
マッピング_3軸	個別	MAP3S-00033	店舗 × 月 × 商品 × 年間予算_フード売上 計	予実系	店長	dim_shop, dim_month, dim_product	🟢 既実装	小	🟡 予測値	確定値と区別必要	metric	FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S552) を shop × month × product で算出	monthly_budgets.target_sales, budget_sales_compositions.food_ratio	S552		year	月次	shop × month × product	60M	on_budget_update	batch	予算確定後
マッピング_3軸	個別	MAP3S-00034	店舗 × 月 × 時間帯 × 商品 × 年間予算_フード売上ランチ	予実系	店長	dim_shop, dim_month, dim_time_slot, dim_product	🟢 既実装	小	🟡 予測値	確定値と区別必要	metric	FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S553) を shop × month × time_slot × product で算出	monthly_budgets.target_sales, budget_sales_compositions.lunch_ratio	S553		year	月次	shop × month × time_slot × product	60M	on_budget_update	batch	予算確定後
マッピング_3軸	個別	MAP3S-00035	店舗 × 月 × 時間帯 × 商品 × 年間予算_フード売上ディナー	予実系	店長	dim_shop, dim_month, dim_time_slot, dim_product	🟢 既実装	小	🟡 予測値	確定値と区別必要	metric	FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S554) を shop × month × time_slot × product で算出	monthly_budgets.target_sales, budget_sales_compositions.dinner_ratio	S554		year	月次	shop × month × time_slot × product	60M	on_budget_update	batch	予算確定後
マッピング_3軸	個別	MAP3S-00036	店舗 × 月 × 商品 × 年間予算_ドリンク売上 計	予実系	店長	dim_shop, dim_month, dim_product	🟢 既実装	小	🟡 予測値	確定値と区別必要	metric	FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S555) を shop × month × product で算出	monthly_budgets.target_sales, budget_sales_compositions.drink_ratio	S555		year	月次	shop × month × product	60M	on_budget_update	batch	予算確定後
マッピング_3軸	個別	MAP3S-00037	店舗 × 月 × 時間帯 × 商品 × 年間予算_ドリンク売上ランチ	予実系	店長	dim_shop, dim_month, dim_time_slot, dim_product	🟢 既実装	小	🟡 予測値	確定値と区別必要	metric	FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S556) を shop × month × time_slot × product で算出	monthly_budgets.target_sales, budget_sales_compositions.lunch_ratio	S556		year	月次	shop × month × time_slot × product	60M	on_budget_update	batch	予算確定後
マッピング_3軸	個別	MAP3S-00038	店舗 × 月 × 時間帯 × 商品 × 年間予算_ドリンク売上ディナー	予実系	店長	dim_shop, dim_month, dim_time_slot, dim_product	🟢 既実装	小	🟡 予測値	確定値と区別必要	metric	FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S557) を shop × month × time_slot × product で算出	monthly_budgets.target_sales, budget_sales_compositions.dinner_ratio	S557		year	月次	shop × month × time_slot × product	60M	on_budget_update	batch	予算確定後
マッピング_3軸	個別	MAP3S-00039	店舗 × 月 × 時間帯 × 年間予算_その他売上ランチ	予実系	店長	dim_shop, dim_month, dim_time_slot	🟢 既実装	小	🟡 予測値	確定値と区別必要	metric	FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S559) を shop × month × time_slot で算出	monthly_budgets.target_sales, budget_sales_compositions.lunch_ratio	S559		year	月次	shop × month × time_slot	60M	on_budget_update	batch	予算確定後
マッピング_3軸	個別	MAP3S-00040	店舗 × 月 × 時間帯 × 年間予算_その他売上ディナー	予実系	店長	dim_shop, dim_month, dim_time_slot	🟢 既実装	小	🟡 予測値	確定値と区別必要	metric	FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S560) を shop × month × time_slot で算出	monthly_budgets.target_sales, budget_sales_compositions.dinner_ratio	S560		year	月次	shop × month × time_slot	60M	on_budget_update	batch	予算確定後
マッピング_3軸	個別	MAP3S-00041	店舗 × 日 × 時間帯 × ランチ売上（税抜）	売上系	店長	dim_shop, dim_date, dim_time_slot	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証 (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S321) を shop × date × time_slot で算出	head_office_item_sales_logs.sales_excluded	S321		date,week,month,quarter,year	日次	shop × date × time_slot	13M	nightly	hybrid	翌日日次確定
マッピング_3軸	個別	MAP3S-00042	店舗 × 日 × 時間帯 × ディナー売上（税抜）	売上系	店長	dim_shop, dim_date, dim_time_slot	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証 (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S322) を shop × date × time_slot で算出	head_office_item_sales_logs.sales_excluded	S322		date,week,month,quarter,year	日次	shop × date × time_slot	13M	nightly	hybrid	翌日日次確定
マッピング_3軸	個別	MAP3S-00043	店舗 × 日 × 曜日 × 曜日	その他	店長	dim_shop, dim_date, dim_weekday	🟢 既実装	小	🟢 制限なし	そのまま集計可能	metric	FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証 (KPI単独表示)	L1	3軸クロス集計: 親メジャー(S325) を shop × date × weekday で算出	z_totals.date	S325		date,week,month,quarter,year	日次	shop × date × weekday	13M	nightly	batch	確定なし
マッピング_3軸	個別	MAP3S-00044	店舗 × 月 × 商品 × 予算構成比_総売上 計	予実系	店長	dim_shop, dim_month, dim_product	🟢 既実装	小	🟡 加重平均	率指標は加重平均	metric	FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション (KPI単独表示)	L2-S	3軸クロス集計: 親メジャー(S203) を shop × month × product で算出	-	S203	売上(税抜)	month,quarter,year	月次	shop × month × product	60M	on_budget_update	batch	予算確定後
マッピング_3軸	個別	MAP3S-00045	店舗 × 月 × 商品 × 予算構成比_フード売上 計	予実系	店長	dim_shop, dim_month, dim_product	🟢 既実装	小	🟡 加重平均	率指標は加重平均	metric	FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション (KPI単独表示)	L2-S	3軸クロス集計: 親メジャー(S204) を shop × month × product で算出	-	S204	売上(税抜)	month,quarter,year	月次	shop × month × product	60M	on_budget_update	batch	予算確定後
マッピング_3軸	個別	MAP3S-00046	店舗 × 月 × 商品 × 予算構成比_ドリンク売上 計	予実系	店長	dim_shop, dim_month, dim_product	🟢 既実装	小	🟡 加重平均	率指標は加重平均	metric	FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション (KPI単独表示)	L2-S	3軸クロス集計: 親メジャー(S205) を shop × month × product で算出	-	S205	売上(税抜)	month,quarter,year	月次	shop × month × product	60M	on_budget_update	batch	予算確定後
マッピング_3軸	個別	MAP3S-00047	店舗 × 月 × 商品 × 予算構成比_FLコスト 計	予実系	店長	dim_shop, dim_month, dim_product	🟢 既実装	小	🟡 加重平均	率指標は加重平均	metric	FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション (KPI単独表示)	L2-S	3軸クロス集計: 親メジャー(S207) を shop × month × product で算出	-	S207	売上(税抜)	month,quarter,year	月次	shop × month × product	60M	on_budget_update	batch	予算確定後
マッピング_3軸	個別	MAP3S-00048	店舗 × 月 × 商品 × 予算構成比_FD仕入 計	原価系	店長	dim_shop, dim_month, dim_product	🟢 既実装	小	🟡 加重平均	率指標は加重平均	metric	FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション (KPI単独表示)	L2-S	3軸クロス集計: 親メジャー(S208) を shop × month × product で算出	-	S208	仕入金額(全体)	month,quarter,year	月次	shop × month × product	60M	on_budget_update	batch	予算確定後
マッピング_3軸	個別	MAP3S-00049	店舗 × 月 × 商品 × 予算構成比_人件費 計	人件費系	店長	dim_shop, dim_month, dim_product	🟢 既実装	小	🟡 加重平均	率指標は加重平均	metric	FORECAST	画面内	人件費効率	スタッフ別人件費	スタッフ別の人時生産性評価、教育投資/シフト配置最適化 (KPI単独表示)	L2-S	3軸クロス集計: 親メジャー(S209) を shop × month × product で算出	-	S209	売上(税抜)	month,quarter,year	月次	shop × month × product	60M	on_budget_update	batch	予算確定後
