大項目	区分	ID	名称	カテゴリ/種別	ターゲット	互換ディメン	実装ステータス	開発コスト	マッチング制限	制限補足	粒度	期間属性	スコープ	主要目的_大項目	主要目的_中項目	ユースケース	計算レイヤー	演算ロジック_詳細	データソース	依存先指標	weighted_avg_denominator	aggregable_grains	snapshot_grain	snapshot_axes	retention_period	recompute_trigger	compute_mode	freeze_condition
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S161	週 × 商品グループ × 実績_水道光熱費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S162	週 × 商品グループ × 実績_減価償却費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S164	週 × 商品グループ × 実績_販促費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S165	週 × 商品グループ × 実績_電気代	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S178	週 × 商品グループ × 予算_FD仕入 計	原価系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション（2軸クロス分析）	L1	月次予算設定.売上（税抜） × 月次予算設定.FD仕入比率 ÷ 営業日数 × 経過日数	monthly_budgets.target_sales, monthly_budgets.food_cost_rate	月次予算設定.FD仕入		month,quarter,year	月次	shop × month	60M	on_budget_update	batch	予算確定後
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S179	週 × 商品グループ × 予算_フード仕入	原価系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション（2軸クロス分析）	L1	予算_FD仕入 計 × フード按分比	monthly_budgets.target_sales, monthly_budgets.food_cost_rate, budget_sales_compositions.food_ratio	月次予算設定.フード仕入		month,quarter,year	月次	shop × month	60M	on_budget_update	batch	予算確定後
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S180	週 × 商品グループ × 予算_ドリンク仕入	原価系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション（2軸クロス分析）	L1	予算_FD仕入 計 × ドリンク按分比	monthly_budgets.target_sales, monthly_budgets.food_cost_rate, budget_sales_compositions.drink_ratio	月次予算設定.ドリンク仕入		month,quarter,year	月次	shop × month	60M	on_budget_update	batch	予算確定後
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S386	週 × 商品グループ × その他売上（サービス料等）	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	商品別売上	商品の売上動向把握、ABC分析でメニュー入れ替え判断、看板商品育成（2軸クロス分析）	L1	参照表示	z_totals.service_charge_1	[外部]ZTOTAL.service_charge_1			オンデマンド	-	-	on_demand	on_demand	翌日日次確定
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S387	週 × 商品グループ × その他売上ランチ	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	商品別売上	商品の売上動向把握、ABC分析でメニュー入れ替え判断、看板商品育成（2軸クロス分析）	L1	参照表示	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded			オンデマンド	-	-	on_demand	on_demand	翌日日次確定
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S388	週 × 商品グループ × その他売上ディナー	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	商品別売上	商品の売上動向把握、ABC分析でメニュー入れ替え判断、看板商品育成（2軸クロス分析）	L1	参照表示	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded			オンデマンド	-	-	on_demand	on_demand	翌日日次確定
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S389	週 × 商品グループ × 割引･値引等	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	参照表示	z_totals.discount	[外部]ZTOTAL.discount			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S390	週 × 商品グループ × 総売上	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	商品別売上	商品の売上動向把握、ABC分析でメニュー入れ替え判断、看板商品育成（2軸クロス分析）	L1	参照表示	head_office_connected_service_sales_logs.sales_excluded	[外部]ZTOTAL.sales_excluded			オンデマンド	-	-	on_demand	on_demand	翌日日次確定
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S391	週 × 商品グループ × フード売上	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	商品別売上	商品の売上動向把握、ABC分析でメニュー入れ替え判断、看板商品育成（2軸クロス分析）	L1	参照表示	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded			オンデマンド	-	-	on_demand	on_demand	翌日日次確定
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S392	週 × 商品グループ × フード売上ランチ	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	商品別売上	商品の売上動向把握、ABC分析でメニュー入れ替え判断、看板商品育成（2軸クロス分析）	L1	参照表示	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded			オンデマンド	-	-	on_demand	on_demand	翌日日次確定
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S393	週 × 商品グループ × フード売上ディナー	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	商品別売上	商品の売上動向把握、ABC分析でメニュー入れ替え判断、看板商品育成（2軸クロス分析）	L1	参照表示	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded			オンデマンド	-	-	on_demand	on_demand	翌日日次確定
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S394	週 × 商品グループ × ドリンク売上	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	商品別売上	商品の売上動向把握、ABC分析でメニュー入れ替え判断、看板商品育成（2軸クロス分析）	L1	参照表示	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded			オンデマンド	-	-	on_demand	on_demand	翌日日次確定
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S395	週 × 商品グループ × ドリンク売上ランチ	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	商品別売上	商品の売上動向把握、ABC分析でメニュー入れ替え判断、看板商品育成（2軸クロス分析）	L1	参照表示	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded			オンデマンド	-	-	on_demand	on_demand	翌日日次確定
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S396	週 × 商品グループ × ドリンク売上ディナー	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	商品別売上	商品の売上動向把握、ABC分析でメニュー入れ替え判断、看板商品育成（2軸クロス分析）	L1	参照表示	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded			オンデマンド	-	-	on_demand	on_demand	翌日日次確定
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S397	週 × 商品グループ × FD仕入	原価系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	原価管理	FD率分析	FD率の推移把握、ロス削減/原価コントロール優先順位（2軸クロス分析）	L1	参照表示	infomart_transactions.total_tax_excluded	[外部]infomart_transactions.total_tax_excluded			オンデマンド	-	-	on_demand	on_demand	納品確定後
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S398	週 × 商品グループ × フード仕入	原価系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	原価管理	FD率分析	FD率の推移把握、ロス削減/原価コントロール優先順位（2軸クロス分析）	L1	参照表示	infomart_transactions.total_tax_excluded	[外部]infomart_transactions.total_tax_excluded			オンデマンド	-	-	on_demand	on_demand	納品確定後
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S399	週 × 商品グループ × ドリンク仕入	原価系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	原価管理	FD率分析	FD率の推移把握、ロス削減/原価コントロール優先順位（2軸クロス分析）	L1	参照表示	infomart_transactions.total_tax_excluded	[外部]infomart_transactions.total_tax_excluded			オンデマンド	-	-	on_demand	on_demand	納品確定後
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S404	週 × 商品グループ × その他経費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM経費	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S405	週 × 商品グループ × 地代家賃	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目=家賃	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S406	週 × 商品グループ × 資材費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目=資材費	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S408	週 × 商品グループ × 売上 計	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	商品別売上	商品の売上動向把握、ABC分析でメニュー入れ替え判断、看板商品育成（2軸クロス分析）	L1	参照表示	head_office_connected_service_sales_logs.sales_excluded	[外部]ZTOTAL.sales_excluded			オンデマンド	-	-	on_demand	on_demand	翌日日次確定
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S409	週 × 商品グループ × フード売上 計	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	商品別売上	商品の売上動向把握、ABC分析でメニュー入れ替え判断、看板商品育成（2軸クロス分析）	L1	参照表示	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded			オンデマンド	-	-	on_demand	on_demand	翌日日次確定
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S410	週 × 商品グループ × ドリンク売上 計	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	商品別売上	商品の売上動向把握、ABC分析でメニュー入れ替え判断、看板商品育成（2軸クロス分析）	L1	参照表示	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded			オンデマンド	-	-	on_demand	on_demand	翌日日次確定
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S411	週 × 商品グループ × その他売上 計（サービス料等）	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	商品別売上	商品の売上動向把握、ABC分析でメニュー入れ替え判断、看板商品育成（2軸クロス分析）	L1	参照表示	z_totals.service_charge_1	[外部]ZTOTAL.service_charge_1			オンデマンド	-	-	on_demand	on_demand	翌日日次確定
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S413	週 × 商品グループ × FD仕入 計	原価系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	原価管理	FD率分析	FD率の推移把握、ロス削減/原価コントロール優先順位（2軸クロス分析）	L1	参照表示	infomart_transactions.total_tax_excluded	[外部]infomart_transactions.total_tax_excluded			オンデマンド	-	-	on_demand	on_demand	納品確定後
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S415	週 × 商品グループ × その他経費 計	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S416	週 × 商品グループ × IT費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S417	週 × 商品グループ × ガス代	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S418	週 × 商品グループ × サービス費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S419	週 × 商品グループ × 保守修繕費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S420	週 × 商品グループ × 外注費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S421	週 × 商品グループ × 支払手数料	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S422	週 × 商品グループ × 水道代	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S423	週 × 商品グループ × 消耗品費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S424	週 × 商品グループ × 衛生費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S425	週 × 商品グループ × 調査費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S426	週 × 商品グループ × 諸会費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	週 × 商品グループ × 指標	dim_week+dim_product_group+S427	週 × 商品グループ × 警備料	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	week×product_group_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
