大項目	区分	ID	名称	カテゴリ/種別	ターゲット	互換ディメン	実装ステータス	開発コスト	マッチング制限	制限補足	粒度	期間属性	スコープ	主要目的_大項目	主要目的_中項目	ユースケース	計算レイヤー	演算ロジック_詳細	データソース	依存先指標	weighted_avg_denominator	aggregable_grains	snapshot_grain	snapshot_axes	retention_period	recompute_trigger	compute_mode	freeze_condition
マッピング_単軸	日 × 指標	dim_date+S152	日 × 実績_ラクミー利用料	その他	店長	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	date×metric	FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（1軸単純比較）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_単軸	日 × 指標	dim_date+S153	日 × 実績_IT費用	その他	店長	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	date×metric	FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（1軸単純比較）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_単軸	日 × 指標	dim_date+S154	日 × 実績_お花代	その他	店長	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	date×metric	FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（1軸単純比較）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_単軸	日 × 指標	dim_date+S155	日 × 実績_ガス代	その他	店長	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	date×metric	FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（1軸単純比較）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_単軸	日 × 指標	dim_date+S156	日 × 実績_クレジットカード手数料	その他	店長	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	date×metric	FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（1軸単純比較）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_単軸	日 × 指標	dim_date+S157	日 × 実績_レジ利用料	その他	店長	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	date×metric	FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（1軸単純比較）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_単軸	日 × 指標	dim_date+S158	日 × 実績_借入金返済	その他	店長	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	date×metric	FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（1軸単純比較）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_単軸	日 × 指標	dim_date+S159	日 × 実績_家賃（変動分）	その他	店長	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	date×metric	FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（1軸単純比較）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_単軸	日 × 指標	dim_date+S160	日 × 実績_水道代	その他	店長	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	date×metric	FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（1軸単純比較）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_単軸	日 × 指標	dim_date+S161	日 × 実績_水道光熱費	その他	店長	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	date×metric	FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（1軸単純比較）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_単軸	日 × 指標	dim_date+S162	日 × 実績_減価償却費	その他	店長	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	date×metric	FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（1軸単純比較）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_単軸	日 × 指標	dim_date+S163	日 × 実績_社員人件費	人件費系	店長	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	date×metric	FLOW+FLOW	画面内	人件費効率	スタッフ別人件費	スタッフ別の人時生産性評価、教育投資/シフト配置最適化（1軸単純比較）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_単軸	日 × 指標	dim_date+S164	日 × 実績_販促費	その他	店長	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	date×metric	FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（1軸単純比較）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_単軸	日 × 指標	dim_date+S165	日 × 実績_電気代	その他	店長	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	date×metric	FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（1軸単純比較）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_単軸	日 × 指標	dim_date+S167	日 × 予算_総売上 計	予実系	店長	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	date×metric	FLOW+FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション（1軸単純比較）	L1	月次予算設定.売上（税抜） ÷ 営業日数 × 経過日数	monthly_budgets.target_sales	月次予算設定.総売上		month,quarter,year	月次	shop × month	60M	on_budget_update	batch	予算確定後
マッピング_単軸	日 × 指標	dim_date+S168	日 × 予算_フード売上 計	予実系	店長	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	date×metric	FLOW+FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション（1軸単純比較）	L1	予算_総売上 計 × 売上構成比設定.フード構成比	monthly_budgets.target_sales, budget_sales_compositions.food_ratio	月次予算設定.フード売上		month,quarter,year	月次	shop × month × product	60M	on_budget_update	batch	予算確定後
マッピング_単軸	日 × 指標	dim_date+S169	日 × 予算_フード売上ランチ	予実系	店長	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	date×metric	FLOW+FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション（1軸単純比較）	L1	予算_フード売上 計 × 売上構成比設定.ランチ比率	monthly_budgets.target_sales, budget_sales_compositions.lunch_ratio	月次予算設定.フード売上ランチ		month,quarter,year	月次	shop × month × time_slot × product	60M	on_budget_update	batch	予算確定後
マッピング_単軸	日 × 指標	dim_date+S170	日 × 予算_フード売上ディナー	予実系	店長	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	date×metric	FLOW+FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション（1軸単純比較）	L1	予算_フード売上 計 × 売上構成比設定.ディナー比率	monthly_budgets.target_sales, budget_sales_compositions.dinner_ratio	月次予算設定.フード売上ディナー		month,quarter,year	月次	shop × month × time_slot × product	60M	on_budget_update	batch	予算確定後
マッピング_単軸	日 × 指標	dim_date+S171	日 × 予算_ドリンク売上 計	予実系	店長	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	date×metric	FLOW+FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション（1軸単純比較）	L1	予算_総売上 計 × 売上構成比設定.ドリンク構成比	monthly_budgets.target_sales, budget_sales_compositions.drink_ratio	月次予算設定.ドリンク売上		month,quarter,year	月次	shop × month × product	60M	on_budget_update	batch	予算確定後
マッピング_単軸	日 × 指標	dim_date+S172	日 × 予算_ドリンク売上ランチ	予実系	店長	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	date×metric	FLOW+FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション（1軸単純比較）	L1	予算_ドリンク売上 計 × 売上構成比設定.ランチ比率	monthly_budgets.target_sales, budget_sales_compositions.lunch_ratio	月次予算設定.ドリンク売上ランチ		month,quarter,year	月次	shop × month × time_slot × product	60M	on_budget_update	batch	予算確定後
マッピング_単軸	日 × 指標	dim_date+S173	日 × 予算_ドリンク売上ディナー	予実系	店長	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	date×metric	FLOW+FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション（1軸単純比較）	L1	予算_ドリンク売上 計 × 売上構成比設定.ディナー比率	monthly_budgets.target_sales, budget_sales_compositions.dinner_ratio	月次予算設定.ドリンク売上ディナー		month,quarter,year	月次	shop × month × time_slot × product	60M	on_budget_update	batch	予算確定後
マッピング_単軸	日 × 指標	dim_date+S174	日 × 予算_その他売上 計（サービス料等）	予実系	店長	-	🟢 既実装	小	🟢 制限なし	そのまま集計可能	date×metric	FLOW+FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション（1軸単純比較）	L1	予算_総売上 計 × 売上構成比設定.その他構成比	monthly_budgets.target_sales, budget_sales_compositions.other_ratio	月次予算設定.その他売上（サービス料等）		month,quarter,year	月次	shop × month	60M	on_budget_update	batch	予算確定後
