大項目	区分	ID	名称	カテゴリ/種別	ターゲット	互換ディメン	実装ステータス	開発コスト	マッチング制限	制限補足	粒度	期間属性	スコープ	主要目的_大項目	主要目的_中項目	ユースケース	計算レイヤー	演算ロジック_詳細	データソース	依存先指標	weighted_avg_denominator	aggregable_grains	snapshot_grain	snapshot_axes	retention_period	recompute_trigger	compute_mode	freeze_condition
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S439	時間帯 × 商品 × ドリンク仕入	原価系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	原価管理	FD率分析	FD率の推移把握、ロス削減/原価コントロール優先順位（2軸クロス分析）	L1	参照表示	infomart_transactions.total_tax_excluded	[外部]infomart_transactions.total_tax_excluded			オンデマンド	-	-	on_demand	on_demand	納品確定後
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S443	時間帯 × 商品 × 地代家賃	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目=家賃	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S444	時間帯 × 商品 × 資材費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目=資材費	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S445	時間帯 × 商品 × 減価償却費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目=減価償却費	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S446	時間帯 × 商品 × ｸﾚｼﾞｯﾄ手数料	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S446a	時間帯 × 商品 × メニューコピー	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S446b	時間帯 × 商品 × 租税公課	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S446c	時間帯 × 商品 × 接待交際費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S446d	時間帯 × 商品 × 旅費交通費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S446e	時間帯 × 商品 × 会議費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S446f	時間帯 × 商品 × 図書教育費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S446g	時間帯 × 商品 × 研修費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S446h	時間帯 × 商品 × 業態研究費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S446i	時間帯 × 商品 × 採用費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目フィルタ	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S447	時間帯 × 商品 × 月次目標利益	収益性	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	利益分析	商品別利益	商品の粗利貢献ランキング、利益率の低い商品の見直し判断（2軸クロス分析）	L1	マスタ参照	monthly_budgets.profit	月次予算設定.目標月次利益			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S448	時間帯 × 商品 × 目標FD仕入費率	原価系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	原価管理	FD率分析	FD率の推移把握、ロス削減/原価コントロール優先順位（2軸クロス分析）	L1	マスタ参照	monthly_budgets.food_cost_rate（またはlabor_cost_rate）, monthly_budgets.profit	[入力]monthly_budgets.food_cost_rate（またはlabor_cost_rate）			オンデマンド	-	-	on_demand	on_demand	納品確定後
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S450	時間帯 × 商品 × 目標客単価	客数系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	客数分析	客単価	客単価の月次推移/商品ミックス影響、アップセル戦略立案（2軸クロス分析）	L1	マスタ参照	monthly_budgets.profit	月次予算設定.目標客単価（税抜）			オンデマンド	-	-	on_demand	on_demand	翌日日次確定
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S239	時間帯 × 商品 × 仕入れ先	原価系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	原価管理	FD率分析	FD率の推移把握、ロス削減/原価コントロール優先順位（2軸クロス分析）	L1	マスタ参照	infomart_orders.client_name	[外部]member_name_partner.client_name		date,week,month,quarter,year	日次	shop × date	13M	nightly	hybrid	納品確定後
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S240	時間帯 × 商品 × 金額（税抜）	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM仕入先別	infomart_transactions.total_tax_excluded	[外部]infomart_transactions.total_tax_excluded + ラクミーアプリ.納品書撮影.小計（税抜）		date,week,month,quarter,year	日次	shop × date	13M	nightly	hybrid	確定なし
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S451	時間帯 × 商品 × アイテム	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	参照表示	infomart_order_details.item_name	[外部]detail_list.item_name			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S452	時間帯 × 商品 × 金額（税抜）	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	参照表示	infomart_order_details.price	[外部]detail_list.price			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S453	時間帯 × 商品 × 数量	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	参照表示	infomart_order_details.num	[外部]detail_list.num			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S248	時間帯 × 商品 × 金額（税抜）	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM商品別	infomart_order_details.price	[外部]detail_list.price		date,week,month,quarter,year	日次	shop × date	13M	nightly	hybrid	確定なし
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S252	時間帯 × 商品 × 販売数量	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM商品別	head_office_item_sales_logs.quantity	[外部]TITEM.quantity		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+SP21	時間帯 × 商品 × 地代家賃シミュレーション金額	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	IF(賃料体系=固定賃料) → 固定賃料 IF(変動賃料・合算) → 固定賃料 + 売上×歩合率×売上歩合対象率 IF(変動賃料・最大選択) → MAX(固定賃料, 売上×歩合率×売上歩合対象率) IF(段階別歩合・合算) → 固定賃料 + Σ段階別歩合額 IF(段階別歩合・最大選択) → MAX(固定賃料, Σ段階別歩合額) ※最低保証額を下回る場合は最低保証額を適用	-	地代家賃設定.賃料体系, 地代家賃設定.固定賃料, 地代家賃設定.歩合率, 地代家賃設定.最低保証額, 地代家賃設定.月額売上予算（シミュレーション入力）			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S257	時間帯 × 商品 × 仕入商品ラベル	原価系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	原価管理	FD率分析	FD率の推移把握、ロス削減/原価コントロール優先順位（2軸クロス分析）	L1	ラベルマスタ	infomart_order_details.item_name	[外部]detail_list.item_name		date,week,month,quarter,year	日次	shop × date	13M	nightly	hybrid	納品確定後
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S258	時間帯 × 商品 × 仕入金額（税抜）	原価系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	原価管理	FD率分析	FD率の推移把握、ロス削減/原価コントロール優先順位（2軸クロス分析）	L1	SUM月別	infomart_order_details.price	[外部]detail_list.price		date,week,month,quarter,year	日次	shop × date	13M	nightly	hybrid	納品確定後
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S259	時間帯 × 商品 × 数量	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM月別	infomart_order_details.num	[外部]detail_list.num		date,week,month,quarter,year	日次	shop × date	13M	nightly	hybrid	確定なし
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S497	時間帯 × 商品 × 月次実績_総売上 計	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	時間帯別売上	時間帯別の売上ピーク/オフ特定、営業時間最適化、シフト計画立案（2軸クロス分析）	L1	SUM月次	head_office_connected_service_sales_logs.sales_excluded	[外部]ZTOTAL.sales_excluded		date,week,month,quarter,year	月次	shop × month	36M	nightly + monthly_finalize	hybrid	翌日日次確定
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S498	時間帯 × 商品 × 月次実績_フード売上 計	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	時間帯別売上	時間帯別の売上ピーク/オフ特定、営業時間最適化、シフト計画立案（2軸クロス分析）	L1	SUMフード月次	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded		date,week,month,quarter,year	月次	shop × month × product	36M	nightly + monthly_finalize	hybrid	翌日日次確定
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S499	時間帯 × 商品 × 月次実績_ドリンク売上 計	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	時間帯別売上	時間帯別の売上ピーク/オフ特定、営業時間最適化、シフト計画立案（2軸クロス分析）	L1	SUMドリンク月次	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded		date,week,month,quarter,year	月次	shop × month × product	36M	nightly + monthly_finalize	hybrid	翌日日次確定
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S500	時間帯 × 商品 × 月次実績_その他売上 計	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	時間帯別売上	時間帯別の売上ピーク/オフ特定、営業時間最適化、シフト計画立案（2軸クロス分析）	L1	SUMその他月次	z_totals.service_charge_1	[外部]ZTOTAL.service_charge_1		date,week,month,quarter,year	月次	shop × month	36M	nightly + monthly_finalize	hybrid	翌日日次確定
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S502	時間帯 × 商品 × 月次実績_FD仕入 計	原価系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	原価管理	FD率分析	FD率の推移把握、ロス削減/原価コントロール優先順位（2軸クロス分析）	L1	SUMFD月次	-	インフォマート（仕入）		date,week,month,quarter,year	月次	shop × month	36M	nightly + monthly_finalize	hybrid	納品確定後
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S504	時間帯 × 商品 × 月次実績_その他経費 計	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM経費月次	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	月次	shop × month	36M	nightly + monthly_finalize	hybrid	確定なし
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S511	時間帯 × 商品 × 月次予算_FD仕入 計	原価系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション（2軸クロス分析）	L1	月次予算設定.売上（税抜） × 月次予算設定.FD仕入比率	monthly_budgets.target_sales, monthly_budgets.food_cost_rate	月次予算設定.月次FD仕入		month,quarter,year	月次	shop × month	36M	on_budget_update	batch	予算確定後
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S478	時間帯 × 商品 × FD仕入額	原価系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	原価管理	FD率分析	FD率の推移把握、ロス削減/原価コントロール優先順位（2軸クロス分析）	L1	参照表示	infomart_transactions.total_tax_excluded	[外部]infomart_transactions.total_tax_excluded			オンデマンド	-	-	on_demand	on_demand	納品確定後
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S262	時間帯 × 商品 × 年間実績_総売上 計	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	時間帯別売上	時間帯別の売上ピーク/オフ特定、営業時間最適化、シフト計画立案（2軸クロス分析）	L1	SUM	head_office_connected_service_sales_logs.sales_excluded	[外部]ZTOTAL.sales_excluded		year	月次	shop × month	60M	nightly + monthly_finalize	batch	翌日日次確定
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S263	時間帯 × 商品 × 年間実績_フード売上 計	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	時間帯別売上	時間帯別の売上ピーク/オフ特定、営業時間最適化、シフト計画立案（2軸クロス分析）	L1	SUMフード	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded		year	月次	shop × month × product	60M	nightly + monthly_finalize	batch	翌日日次確定
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S264	時間帯 × 商品 × 年間実績_ドリンク売上 計	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	時間帯別売上	時間帯別の売上ピーク/オフ特定、営業時間最適化、シフト計画立案（2軸クロス分析）	L1	SUMドリンク	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded		year	月次	shop × month × product	60M	nightly + monthly_finalize	batch	翌日日次確定
マッピング_2軸	時間帯 × 商品 × 指標	dim_time_slot+dim_product+S265	時間帯 × 商品 × 年間実績_その他売上 計	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	time_slot_id×product_id×metric	FLOW+FLOW+FLOW	画面内	売上分析	時間帯別売上	時間帯別の売上ピーク/オフ特定、営業時間最適化、シフト計画立案（2軸クロス分析）	L1	SUM	z_totals.service_charge_1	[外部]ZTOTAL.service_charge_1		year	月次	shop × month	60M	nightly + monthly_finalize	batch	翌日日次確定
