大項目	区分	ID	名称	カテゴリ/種別	ターゲット	互換ディメン	実装ステータス	開発コスト	マッチング制限	制限補足	粒度	期間属性	スコープ	主要目的_大項目	主要目的_中項目	ユースケース	計算レイヤー	演算ロジック_詳細	データソース	依存先指標	weighted_avg_denominator	aggregable_grains	snapshot_grain	snapshot_axes	retention_period	recompute_trigger	compute_mode	freeze_condition
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S316	四半期 × 曜日 × 売上（税込）	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	日別集計	z_totals.sales	[外部]ZTOTAL.sales			オンデマンド	-	-	on_demand	on_demand	翌日日次確定
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S317	四半期 × 曜日 × 売上（税抜）	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	日別集計	head_office_connected_service_sales_logs.sales_excluded	[外部]ZTOTAL.sales_excluded			オンデマンド	-	-	on_demand	on_demand	翌日日次確定
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S318	四半期 × 曜日 × 仕入（税込）	原価系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	原価管理	FD率分析	FD率の推移把握、ロス削減/原価コントロール優先順位（2軸クロス分析）	L1	日別集計	infomart_orders.total	[外部]trade_total.total			オンデマンド	-	-	on_demand	on_demand	納品確定後
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S319	四半期 × 曜日 × 仕入（税抜）	原価系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	原価管理	FD率分析	FD率の推移把握、ロス削減/原価コントロール優先順位（2軸クロス分析）	L1	日別集計	infomart_transactions.total_tax_excluded	[外部]infomart_transactions.total_tax_excluded			オンデマンド	-	-	on_demand	on_demand	納品確定後
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S320	四半期 × 曜日 × PA人件費	人件費系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	人件費効率	PA率分析	PA率の店舗/業態比較、人件費効率改善の優先順位（2軸クロス分析）	L1	日別集計	head_office_employee_working_records.daily_cost	[外部]head_office_employee_working_records.daily_cost			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S321	四半期 × 曜日 × ランチ売上（税抜）	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM(時間フィルタ)	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded		date,week,month,quarter,year	日次	shop × date × time_slot	13M	nightly	hybrid	翌日日次確定
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S322	四半期 × 曜日 × ディナー売上（税抜）	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM(時間フィルタ)	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded		date,week,month,quarter,year	日次	shop × date × time_slot	13M	nightly	hybrid	翌日日次確定
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S323	四半期 × 曜日 × 客数	客数系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	客数分析	客数推移	客数の前年比/曜日傾向、集客施策の効果検証（2軸クロス分析）	L1	SUM時間帯別	head_office_connected_service_sales_logs.customers	[外部]ZTOTAL.customers		date,week,month,quarter,year	日次	shop × date	13M	nightly	hybrid	翌日日次確定
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S325	四半期 × 曜日 × 曜日	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	曜日抽出	z_totals.date	[外部]ZTOTAL.date		date,week,month,quarter,year	日次	shop × date × weekday	13M	nightly	batch	確定なし
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S331	四半期 × 曜日 × 売上（税抜）	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM月間	head_office_connected_service_sales_logs.sales_excluded	[外部]ZTOTAL.sales_excluded		date,week,month,quarter,year	日次	shop × date	-	nightly	on_demand	翌日日次確定
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S332	四半期 × 曜日 × 対象前月在庫	その他	店長	-	🟢 既実装	中	🟡 STOCK指標 / 🟡 多軸注意	期末値集計 / 2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+STOCK	画面内	在庫・棚卸	棚卸金額	棚卸金額の月次推移、在庫過剰/欠品リスク管理（2軸クロス分析）	L1	マスタ参照	shop_inventories.amount（棚卸入力）	-			日次	shop × date	-	nightly	on_demand	確定なし
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S333	四半期 × 曜日 × 仕入総額	原価系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	原価管理	FD率分析	FD率の推移把握、ロス削減/原価コントロール優先順位（2軸クロス分析）	L1	SUM	infomart_transactions.total_tax_excluded	[外部]infomart_transactions.total_tax_excluded			日次	shop × date	-	nightly	on_demand	納品確定後
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S334	四半期 × 曜日 × 対象月在庫	その他	店長	-	🟢 既実装	中	🟡 STOCK指標 / 🟡 多軸注意	期末値集計 / 2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+STOCK	画面内	在庫・棚卸	棚卸金額	棚卸金額の月次推移、在庫過剰/欠品リスク管理（2軸クロス分析）	L1	マスタ参照	shop_inventories.amount（棚卸入力）	-			日次	shop × date	-	nightly	on_demand	確定なし
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S335	四半期 × 曜日 × 年月	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	年月参照	monthly_cost_entries.year_month, monthly_costs.value	-			日次	shop × date	-	nightly	on_demand	確定なし
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S336	四半期 × 曜日 × 売上（税込）	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM月間	z_totals.sales	[外部]ZTOTAL.sales			日次	shop × date	-	nightly	on_demand	翌日日次確定
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S337	四半期 × 曜日 × 仕入（税抜）	原価系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	原価管理	FD率分析	FD率の推移把握、ロス削減/原価コントロール優先順位（2軸クロス分析）	L1	SUM月間	infomart_transactions.total_tax_excluded	[外部]infomart_transactions.total_tax_excluded			日次	shop × date	-	nightly	on_demand	納品確定後
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S338	四半期 × 曜日 × 仕入（税込）	原価系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	原価管理	FD率分析	FD率の推移把握、ロス削減/原価コントロール優先順位（2軸クロス分析）	L1	SUM月間	infomart_orders.total	[外部]trade_total.total			日次	shop × date	-	nightly	on_demand	納品確定後
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S339	四半期 × 曜日 × PA人件費	人件費系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	人件費効率	PA率分析	PA率の店舗/業態比較、人件費効率改善の優先順位（2軸クロス分析）	L1	SUM月間	head_office_employee_working_records.daily_cost	[外部]head_office_employee_working_records.daily_cost			日次	shop × date	-	nightly	on_demand	確定なし
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S350	四半期 × 曜日 × 固定費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM	monthly_costs.value	-		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S351	四半期 × 曜日 × 売上（税抜）	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM	head_office_connected_service_sales_logs.sales_excluded	[外部]ZTOTAL.sales_excluded		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	翌日日次確定
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S352	四半期 × 曜日 × 客数	客数系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	客数分析	客数推移	客数の前年比/曜日傾向、集客施策の効果検証（2軸クロス分析）	L1	SUM	head_office_connected_service_sales_logs.customers	[外部]ZTOTAL.customers		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	翌日日次確定
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S356	四半期 × 曜日 × 予約客数	客数系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	客数分析	客数推移	客数の前年比/曜日傾向、集客施策の効果検証（2軸クロス分析）	L1	SUM予約	reservations.customers	-		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	翌日日次確定
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S361	四半期 × 曜日 × 総席数	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM	head_office_connected_service_sales_logs.customers	[外部]ZTOTAL.customers		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S362	四半期 × 曜日 × 総組数	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	COUNT伝票	t_totals.receipt_no	[外部]TTOTAL.receipt_no		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S371	四半期 × 曜日 × 客数	客数系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	客数分析	客数推移	客数の前年比/曜日傾向、集客施策の効果検証（2軸クロス分析）	L1	SUM	head_office_connected_service_sales_logs.customers	[外部]ZTOTAL.customers		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	翌日日次確定
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S373	四半期 × 曜日 × 金額（税抜）	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM費目別	monthly_costs.value	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S103	四半期 × 曜日 × 販売点数構成比率	客数系	店長	-	🟢 既実装	中	🟡 加重平均 / 🟡 多軸注意	率指標加重 / 2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	客数分析	客数推移	客数の前年比/曜日傾向、集客施策の効果検証（2軸クロス分析）	L2-S	商品数÷総数×100	head_office_item_sales_logs.quantity	ABC分析.販売点数	売上(税抜)	month,quarter,year	月次	shop × month	60M	nightly + monthly_finalize	batch	確定なし
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S104	四半期 × 曜日 × 価格	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L2-S	売上÷数量	head_office_item_sales_logs.sales_excluded, head_office_item_sales_logs.quantity	ABC分析.売上（税抜）, ABC分析.販売点数		month,quarter,year	月次	shop × month	60M	nightly + monthly_finalize	batch	確定なし
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S106	四半期 × 曜日 × 直近6ヶ月	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L2-S	6ヶ月推移	-	FD仕入率トレンド.FD仕入率トレンド		month,quarter,year	月次	shop × month	60M	nightly + monthly_finalize	batch	確定なし
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S107	四半期 × 曜日 × 直近12ヶ月	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L2-S	12ヶ月推移	-	FD仕入率トレンド.FD仕入率トレンド		month,quarter,year	月次	shop × month	60M	nightly + monthly_finalize	batch	確定なし
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S9	四半期 × 曜日 × AIによる費目生成	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L2-S	AI生成	-	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S26	四半期 × 曜日 × AIによるラベル生成	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L2-S	AI生成	-	-			オンデマンド	-	-	on_demand	on_demand	確定なし
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S141	四半期 × 曜日 × 実績_FLコスト 計	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L2-S	実績_FD仕入 計 + 実績_人件費 計	-	予実対比.実績_FD仕入 計, 予実対比.実績_人件費 計		month,quarter,year	月次	shop × month	60M	nightly + monthly_finalize	batch	確定なし
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S166	四半期 × 曜日 × 実績_営業利益	収益性	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FLOW	画面内	利益分析	店舗別利益	店舗別の利益貢献を可視化、低収益店舗の改善優先順位付け（2軸クロス分析）	L2-S	実績_総売上 計 - 実績_FLコスト 計 - 実績_その他経費 計	-	予実対比.実績_総売上 計, 予実対比.実績_FLコスト 計, 予実対比.実績_その他経費 計		month,quarter,year	月次	shop × month	60M	nightly + monthly_finalize	batch	月次締め後（全費目確定）
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S202	四半期 × 曜日 × 予算_営業利益	予実系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション（2軸クロス分析）	L2-S	予算_総売上 計 - 予算_FLコスト 計 - 予算_その他経費 計	-	予実対比.予算_総売上 計, 予実対比.予算_FLコスト 計, 予実対比.予算_その他経費 計		month,quarter,year	月次	shop × month	60M	on_budget_update	batch	予算確定後
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S203	四半期 × 曜日 × 予算構成比_総売上 計	予実系	店長	-	🟢 既実装	中	🟡 加重平均 / 🟡 多軸注意	率指標加重 / 2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション（2軸クロス分析）	L2-S	予算_総売上 計 ÷ 予算_総売上 計 × 100	-	予実対比.予算_総売上 計	売上(税抜)	month,quarter,year	月次	shop × month	60M	on_budget_update	batch	予算確定後
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S204	四半期 × 曜日 × 予算構成比_フード売上 計	予実系	店長	-	🟢 既実装	中	🟡 加重平均 / 🟡 多軸注意	率指標加重 / 2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション（2軸クロス分析）	L2-S	予算_フード売上 計 ÷ 予算_総売上 計 × 100	-	予実対比.予算_フード売上 計, 予実対比.予算_総売上 計	売上(税抜)	month,quarter,year	月次	shop × month × product	60M	on_budget_update	batch	予算確定後
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S205	四半期 × 曜日 × 予算構成比_ドリンク売上 計	予実系	店長	-	🟢 既実装	中	🟡 加重平均 / 🟡 多軸注意	率指標加重 / 2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション（2軸クロス分析）	L2-S	予算_ドリンク売上 計 ÷ 予算_総売上 計 × 100	-	予実対比.予算_ドリンク売上 計, 予実対比.予算_総売上 計	売上(税抜)	month,quarter,year	月次	shop × month × product	60M	on_budget_update	batch	予算確定後
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S206	四半期 × 曜日 × 予算構成比_その他売上 計	予実系	店長	-	🟢 既実装	中	🟡 加重平均 / 🟡 多軸注意	率指標加重 / 2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション（2軸クロス分析）	L2-S	予算_その他売上 計 ÷ 予算_総売上 計 × 100	-	予実対比.予算_その他売上 計, 予実対比.予算_総売上 計	売上(税抜)	month,quarter,year	月次	shop × month	60M	on_budget_update	batch	予算確定後
マッピング_2軸	四半期 × 曜日 × 指標	dim_quarter+dim_weekday+S207	四半期 × 曜日 × 予算構成比_FLコスト 計	予実系	店長	-	🟢 既実装	中	🟡 加重平均 / 🟡 多軸注意	率指標加重 / 2軸クロス、行列展開コスト	quarter×dow×metric	FLOW+FLOW+FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション（2軸クロス分析）	L2-S	予算_FLコスト 計 ÷ 予算_総売上 計 × 100	-	予実対比.予算_FLコスト 計, 予実対比.予算_総売上 計	売上(税抜)	month,quarter,year	月次	shop × month	60M	on_budget_update	batch	予算確定後
