大項目	区分	ID	名称	カテゴリ/種別	ターゲット	互換ディメン	実装ステータス	開発コスト	マッチング制限	制限補足	粒度	期間属性	スコープ	主要目的_大項目	主要目的_中項目	ユースケース	計算レイヤー	演算ロジック_詳細	データソース	依存先指標	weighted_avg_denominator	aggregable_grains	snapshot_grain	snapshot_axes	retention_period	recompute_trigger	compute_mode	freeze_condition
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S124	日 × 週 × FD当月在庫高	その他	店長	-	🟢 既実装	中	🟡 STOCK指標 / 🟡 多軸注意	期末値集計 / 2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+STOCK	画面内	在庫・棚卸	棚卸金額	棚卸金額の月次推移、在庫過剰/欠品リスク管理（2軸クロス分析）	L1	当月末在庫	shop_inventories.amount（棚卸入力）	-		date,week,month,quarter,year	月次	shop × month	60M	nightly + monthly_finalize	batch	確定なし
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S125	日 × 週 × 売上	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM	head_office_connected_service_sales_logs.sales_excluded	[外部]ZTOTAL.sales_excluded		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	翌日日次確定
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S126	日 × 週 × フード売上	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUMフード	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded		date,week,month,quarter,year	日次	shop × date × product	13M	nightly	batch	翌日日次確定
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S127	日 × 週 × ドリンク売上	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUMドリンク	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded		date,week,month,quarter,year	日次	shop × date × product	13M	nightly	batch	翌日日次確定
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S129	日 × 週 × フード売上合計	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUMフード	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded		date,week,month,quarter,year	日次	shop × date × product	13M	nightly	hybrid	翌日日次確定
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S130	日 × 週 × ドリンク売上合計	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUMドリンク	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded		date,week,month,quarter,year	日次	shop × date × product	13M	nightly	hybrid	翌日日次確定
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S131	日 × 週 × 実績_総売上 計	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM	head_office_connected_service_sales_logs.sales_excluded	[外部]ZTOTAL.sales_excluded		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	翌日日次確定
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S132	日 × 週 × 実績_フード売上 計	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUMフード	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded		date,week,month,quarter,year	日次	shop × date × product	13M	nightly	batch	翌日日次確定
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S133	日 × 週 × 実績_フード売上ランチ	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM(フード×ランチ)	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded		date,week,month,quarter,year	日次	shop × date × time_slot × product	13M	nightly	batch	翌日日次確定
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S134	日 × 週 × 実績_フード売上ディナー	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM(フード×ディナー)	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded		date,week,month,quarter,year	日次	shop × date × time_slot × product	13M	nightly	batch	翌日日次確定
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S135	日 × 週 × 実績_ドリンク売上 計	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUMドリンク	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded		date,week,month,quarter,year	日次	shop × date × product	13M	nightly	batch	翌日日次確定
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S136	日 × 週 × 実績_ドリンク売上ランチ	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM(ドリンク×ランチ)	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded		date,week,month,quarter,year	日次	shop × date × time_slot × product	13M	nightly	batch	翌日日次確定
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S137	日 × 週 × 実績_ドリンク売上ディナー	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM(ドリンク×ディナー)	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded		date,week,month,quarter,year	日次	shop × date × time_slot × product	13M	nightly	batch	翌日日次確定
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S138	日 × 週 × 実績_その他売上 計（サービス料等）	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUMその他	z_totals.service_charge_1	[外部]ZTOTAL.service_charge_1		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	翌日日次確定
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S139	日 × 週 × 実績_その他売上ランチ	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM(その他×ランチ)	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded		date,week,month,quarter,year	日次	shop × date × time_slot	13M	nightly	batch	翌日日次確定
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S140	日 × 週 × 実績_その他売上ディナー	売上系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM(その他×ディナー)	head_office_item_sales_logs.sales_excluded	[外部]TITEM.sales_excluded		date,week,month,quarter,year	日次	shop × date × time_slot	13M	nightly	batch	翌日日次確定
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S142	日 × 週 × 実績_FD仕入 計	原価系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	原価管理	FD率分析	FD率の推移把握、ロス削減/原価コントロール優先順位（2軸クロス分析）	L1	SUMFD	-	インフォマート（仕入）		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	納品確定後
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S143	日 × 週 × 実績_フード仕入	原価系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	原価管理	FD率分析	FD率の推移把握、ロス削減/原価コントロール優先順位（2軸クロス分析）	L1	SUMフード	infomart_transactions.total_tax_excluded	[外部]infomart_transactions.total_tax_excluded		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	納品確定後
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S144	日 × 週 × 実績_ドリンク仕入	原価系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	原価管理	FD率分析	FD率の推移把握、ロス削減/原価コントロール優先順位（2軸クロス分析）	L1	SUMドリンク	infomart_transactions.total_tax_excluded	[外部]infomart_transactions.total_tax_excluded		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	納品確定後
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S145	日 × 週 × 実績_人件費 計	人件費系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	人件費効率	スタッフ別人件費	スタッフ別の人時生産性評価、教育投資/シフト配置最適化（2軸クロス分析）	L1	SUM	head_office_employee_working_records.daily_cost	[外部]head_office_employee_working_records.daily_cost		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S146	日 × 週 × 実績_固定人件費	人件費系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	人件費効率	スタッフ別人件費	スタッフ別の人時生産性評価、教育投資/シフト配置最適化（2軸クロス分析）	L1	SUM月給者	head_office_employee_working_records.daily_cost	[外部]head_office_employee_working_records.daily_cost		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S147	日 × 週 × 実績_PA人件費	人件費系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	人件費効率	PA率分析	PA率の店舗/業態比較、人件費効率改善の優先順位（2軸クロス分析）	L1	SUM時給者	head_office_employee_working_records.daily_cost	[外部]head_office_employee_working_records.daily_cost		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S148	日 × 週 × 実績_ヘルプ人件費	人件費系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	人件費効率	スタッフ別人件費	スタッフ別の人時生産性評価、教育投資/シフト配置最適化（2軸クロス分析）	L1	SUMヘルプ	head_office_employee_working_records.daily_cost	[外部]head_office_employee_working_records.daily_cost		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S149	日 × 週 × 実績_その他経費 計	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	SUM経費	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S150	日 × 週 × 実績_地代家賃	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S151	日 × 週 × 実績_資材費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S152	日 × 週 × 実績_ラクミー利用料	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S153	日 × 週 × 実績_IT費用	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S154	日 × 週 × 実績_お花代	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S155	日 × 週 × 実績_ガス代	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S156	日 × 週 × 実績_クレジットカード手数料	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S157	日 × 週 × 実績_レジ利用料	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S158	日 × 週 × 実績_借入金返済	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S159	日 × 週 × 実績_家賃（変動分）	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S160	日 × 週 × 実績_水道代	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S161	日 × 週 × 実績_水道光熱費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S162	日 × 週 × 実績_減価償却費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S163	日 × 週 × 実績_社員人件費	人件費系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	人件費効率	スタッフ別人件費	スタッフ別の人時生産性評価、教育投資/シフト配置最適化（2軸クロス分析）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S164	日 × 週 × 実績_販促費	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S165	日 × 週 × 実績_電気代	その他	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FLOW	画面内	売上分析	店舗別売上	店舗ごとの売上推移を比較し、伸長/落ち込み店舗を早期発見、施策効果検証（2軸クロス分析）	L1	費目別	monthly_costs.value	[入力]monthly_costs.value		date,week,month,quarter,year	日次	shop × date	13M	nightly	batch	確定なし
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S167	日 × 週 × 予算_総売上 計	予実系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション（2軸クロス分析）	L1	月次予算設定.売上（税抜） ÷ 営業日数 × 経過日数	monthly_budgets.target_sales	月次予算設定.総売上		month,quarter,year	月次	shop × month	60M	on_budget_update	batch	予算確定後
マッピング_2軸	日 × 週 × 指標	dim_date+dim_week+S168	日 × 週 × 予算_フード売上 計	予実系	店長	-	🟢 既実装	中	🟡 多軸注意	2軸クロス、行列展開コスト	date×week×metric	FLOW+FLOW+FORECAST	画面内	予実管理	売上予実	売上の達成率/進捗率モニタリング、月中の早期是正アクション（2軸クロス分析）	L1	予算_総売上 計 × 売上構成比設定.フード構成比	monthly_budgets.target_sales, budget_sales_compositions.food_ratio	月次予算設定.フード売上		month,quarter,year	月次	shop × month × product	60M	on_budget_update	batch	予算確定後
